game,team,difficulty,formation,lineup
Istanbulspor vs. Trabzonspor - Friday August 5 - 2022,Istanbulspor,hard,5-4-1,JENSEN;ERDOGAN;YESIL;AKSU;YASAR;BERBER;YAZGAN;KABASAKAL;TOPALLI;ABAZAJ;YILMAZ
Adana Demirspor vs. Antalyaspor - Saturday March 18 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;UZUNHAN;SARI;FLORANUS;VURAL;BALCI;AKYOL;FREDY;LARSSON;NDAO;WRIGHT
Besiktas vs. Istanbulspor - Saturday March 18 - 2023,Besiktas,easy,4-1-4-1,GUNOK;COLLEY;SANUC;MASUAKU;BULUT;HADZIAHMETOVIC;UCAN;FERNANDES;GHEZZAL;ABOUBAKAR;TOSUN
Besiktas vs. Istanbulspor - Saturday March 18 - 2023,Istanbulspor,hard,4-2-3-1,JENSEN;YESIL;DELI;AKSU;DUHANEY;BA;LOSHAJ;SARIKAYA;ETHEMI;LOKILO;EZE
Kasimpasa vs. Umraniyespor - Saturday March 18 - 2023,Kasimpasa,hard,4-1-4-1,GUVENC;DJILOBODJI;DONK;OZCAN;FABIANO;MALSA;HAJRADINOVIC;EYSSERIC;CHOUIAR;FALL;GHOLIZADEH
Kasimpasa vs. Umraniyespor - Saturday March 18 - 2023,Umraniyespor,hard,4-1-4-1,OZDEMIR;EPUREANU;GLUMAC;ATASAYAR;POPOV;GURBULAK;MRSIC;AVOUNOU;GHEORGHE;GERALDO;NAYIR
Alanyaspor vs. Fenerbahce - Sunday March 19 - 2023,Alanyaspor,hard,4-2-3-1,RUNARSSON;RASSOUL;BAYIR;LUSAMBA;GUNES;OZDEMIR;KARACA;BEKIROGLU;CAVALEIRO;CANDEIAS;KOULOURIS
Alanyaspor vs. Fenerbahce - Sunday March 19 - 2023,Fenerbahce,easy,4-1-3-2,BAYINDIR;GUSTAVO HENRIQUE;AKAYDIN;OOSTERWOLDE;KADIOGLU;YUKSEK;ARAO;ROSSI;KAHVECI;VALENCIA;JOAO PEDRO
Fatih Karagumruk vs. Basaksehir - Sunday March 19 - 2023,Basaksehir,hard,4-1-4-1,BABACAN;DUARTE;TOUBA;LIMA;SAHINER;BIGLIA;TEKDEMIR;ALEKSIC;GURLER;FIGUEIREDO;KENY
Fatih Karagumruk vs. Basaksehir - Sunday March 19 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;BANIYA;BIRASCHI;DRESEVIC;MERCAN;RICCI;BERTOLACCI;SHUKUROV;COLLEY;DIAGNE;BORINI
Sivasspor vs. Ankaragucu - Sunday March 19 - 2023,Ankaragucu,hard,4-2-3-1,AKKAN;CANKAYA;RADAKOVIC;KALDIRIM;KITSIOU;DIACK;ANTALYALI;ZAHID;MILSON;KILINC;SOWE
Sivasspor vs. Ankaragucu - Sunday March 19 - 2023,Sivasspor,hard,4-1-4-1,VURAL;APPINDANGOYE;GOUTAS;ERDAL;YESILYURT;PALULI;COFIE;ULVESTAD;SAIZ;N'JIE;JAMES
Basaksehir vs. Ankaragucu - Saturday April 1 - 2023,Ankaragucu,hard,3-4-2-1,AKKAN;MUJAKIC;CANKAYA;RADAKOVIC;KALDIRIM;KITSIOU;DIACK;PEDRINHO;ANTALYALI;KILINC;SOWE
Basaksehir vs. Ankaragucu - Saturday April 1 - 2023,Basaksehir,hard,4-1-4-1,SENGEZER;TOUBA;DUARTE;LIMA;SAHINER;TEKDEMIR;OZCAN;SZYSZ;ALEKSIC;GURLER;FIGUEIREDO
Galatasaray vs. Adana Demirspor - Saturday April 1 - 2023,Adana Demirspor,hard,4-2-3-1,OZBIR;GULER;RODRIGUES;SVENSSON;STAMBOULI;NDIAYE;MOREL;AKBABA;ONYEKURU;AKINTOLA;NDIAYE
Galatasaray vs. Adana Demirspor - Saturday April 1 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;ADEKUGBE;BOEY;TORREIRA;OLIVEIRA;AKTURKOGLU;RASHICA;MERTENS;ICARDI
Trabzonspor vs. Kayserispor - Saturday April 1 - 2023,Kayserispor,hard,4-2-3-1,BAYAZIT;KOCAMAN;KOLOVETSIOS;CAROLE;SAZDAGI;ACKAH;MENSAH;CARDOSO;MANE;BASSAN;THIAM
Trabzonspor vs. Kayserispor - Saturday April 1 - 2023,Trabzonspor,easy,4-2-3-1,CAKIR;DENSWIL;BARTRA;ELMALI;BRUNO PERES;SIOPIS;YAZICI;OMUR;MARKOVIC;VISCA;GOMEZ
Fenerbahce vs. Besiktas - Sunday April 2 - 2023,Besiktas,easy,4-1-4-1,GUNOK;COLLEY;SANUC;MASUAKU;BULUT;HADZIAHMETOVIC;UCAN;FERNANDES;GHEZZAL;ABOUBAKAR;TOSUN
Fenerbahce vs. Besiktas - Sunday April 2 - 2023,Fenerbahce,easy,3-5-2,BAYINDIR;SZALAI;AKAYDIN;AZIZ;KADIOGLU;OSAYI-SAMUEL;ARAO;GULER;YANDAS;JOAO PEDRO;VALENCIA
Giresunspor vs. Alanyaspor - Sunday April 2 - 2023,Alanyaspor,hard,4-1-4-1,RUNARSSON;RASSOUL;BAYIR;BALKOVEC;PEREIRA;FER;DOUMBIA;GUNES;KARACA;CAVALEIRO;KOULOURIS
Giresunspor vs. Alanyaspor - Sunday April 2 - 2023,Giresunspor,hard,4-2-3-1,KAPLAN;PEREZ;ARIAS;ULUDAG;BILAZER;MEJIA;SAGLAM;SAVICEVIC;SERGINHO;SAINZ;BAJIC
Umraniyespor vs. Konyaspor - Sunday April 2 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;DEMIRTAS;DEMIRBAG;GUILHERME;OGUZ;BOUCHALAKIS;DIKMEN;POZUELO;MORENO;DEMIR;EMRELI
Umraniyespor vs. Konyaspor - Sunday April 2 - 2023,Umraniyespor,hard,4-1-4-1,OZDEMIR;EPUREANU;GLUMAC;ATASAYAR;YILMAZ;GURBULAK;MRSIC;GOKSU;SEKIDIKA;GERALDO;NAYIR
Istanbulspor vs. Fatih Karagumruk - Monday April 3 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;DRESEVIC;RODRIGUES;BIRASCHI;MERCAN;KAPACAK;RICCI;OZDOEV;BERTOLACCI;DIAGNE;BORINI
Istanbulspor vs. Fatih Karagumruk - Monday April 3 - 2023,Istanbulspor,hard,4-1-4-1,JENSEN;YESIL;ERDOGAN;YASAR;DUHANEY;BA;SARIKAYA;LOSHAJ;ETHEMI;LOKILO;GULTEKIN
Konyaspor vs. Antalyaspor - Friday April 7 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;TOPRAK;UZUNHAN;VURAL;BALCI;AKYOL;FERNANDO;FREDY;LARSSON;NDAO;WRIGHT
Konyaspor vs. Antalyaspor - Friday April 7 - 2023,Konyaspor,hard,4-4-2,SEHIC;CALVO;YAZGILI;GUILHERME;OGUZ;DIKMEN;PAZ;CEKICI;MORENO;DEMIR;DIOUF
Ankaragucu vs. Istanbulspor - Saturday April 8 - 2023,Ankaragucu,hard,4-2-3-1,AKKAN;MUJAKIC;RADAKOVIC;HANOUSEK;UZUM;DIACK;ANTALYALI;ZAHID;CHATZIGIOVANNIS;KILINC;SOWE
Ankaragucu vs. Istanbulspor - Saturday April 8 - 2023,Istanbulspor,hard,4-1-4-1,ARDA;YESIL;ERDOGAN;AKSU;DUHANEY;BA;SEN;SARIKAYA;ETHEMI;LOKILO;EZE
Kasimpasa vs. Trabzonspor - Saturday April 8 - 2023,Kasimpasa,hard,4-1-4-1,GUVENC;DJILOBODJI;SERBEST;ESKIHELLAC;OZCAN;FABIANO;MALSA;HAJRADINOVIC;EYSSERIC;CHOUIAR;FALL
Kasimpasa vs. Trabzonspor - Saturday April 8 - 2023,Trabzonspor,easy,4-2-3-1,CAKIR;DENSWIL;TURKMEN;ELMALI;STRYGER;HASPOLAT;SIOPIS;OMUR;BAKASETAS;MARKOVIC;GOMEZ
Besiktas vs. Giresunspor - Sunday April 9 - 2023,Besiktas,easy,4-2-3-1,GUNOK;COLLEY;SAISS;MASUAKU;BULUT;HADZIAHMETOVIC;UCAN;REDMOND;GHEZZAL;ABOUBAKAR;TOSUN
Besiktas vs. Giresunspor - Sunday April 9 - 2023,Giresunspor,hard,4-1-4-1,KAPLAN;PEREZ;ARIAS;ULUDAG;BILAZER;CAMPUZANO;MEJIA;SAGLAM;SAINZ;KUWAS;BAJIC
Sivasspor vs. Basaksehir - Sunday April 9 - 2023,Basaksehir,hard,4-2-3-1,SENGEZER;TOUBA;DUARTE;LIMA;SAHINER;BIGLIA;TEKDEMIR;SZYSZ;JANUZAJ;TURUC;KENY
Sivasspor vs. Basaksehir - Sunday April 9 - 2023,Sivasspor,hard,4-1-4-1,VURAL;GOUTAS;APPINDANGOYE;ERDAL;YESILYURT;PALULI;COFIE;ULVESTAD;SAIZ;N'JIE;JAMES
Fatih Karagumruk vs. Fenerbahce - Monday April 10 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;DRESEVIC;BANIYA;DURSUN;MERCAN;RICCI;OZDOEV;SHUKUROV;COLLEY;DIAGNE;BORINI
Fatih Karagumruk vs. Fenerbahce - Monday April 10 - 2023,Fenerbahce,easy,4-1-3-2,BAYINDIR;SZALAI;AKAYDIN;ALIOSKI;KADIOGLU;ARAO;YUKSEK;KAHVECI;MOR;DURSUN;VALENCIA
Kayserispor vs. Umraniyespor - Monday April 10 - 2023,Kayserispor,hard,4-2-3-1,BAYAZIT;KOLOVETSIOS;HOSSEINI;UZODIMMA;SAZDAGI;KEMEN;MENSAH;CARDOSO;BASSAN;THIAM;GAVRANOVIC
Kayserispor vs. Umraniyespor - Monday April 10 - 2023,Umraniyespor,hard,4-1-4-1,OZER;EPUREANU;ATASAYAR;SACKEY;YILMAZ;GURBULAK;MRSIC;GOKSU;SEKIDIKA;AYIK;NAYIR
Antalyaspor vs. Alanyaspor - Friday April 14 - 2023,Alanyaspor,hard,4-1-4-1,RUNARSSON;RASSOUL;BAYIR;AKSOY;BALKOVEC;PEREIRA;DOUMBIA;GUNES;KARACA;CAVALEIRO;AHMED HASSAN
Antalyaspor vs. Alanyaspor - Friday April 14 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;UZUNHAN;SARI;VURAL;BALCI;FERNANDO;AKYOL;LARSSON;SINIK;NDAO;WRIGHT
Galatasaray vs. Kayserispor - Friday April 14 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;ADEKUGBE;BOEY;TORREIRA;OLIVEIRA;AKTURKOGLU;RASHICA;MERTENS;ICARDI
Galatasaray vs. Kayserispor - Friday April 14 - 2023,Kayserispor,hard,4-2-3-1,BAYAZIT;KOLOVETSIOS;HOSSEINI;UZODIMMA;SAZDAGI;KEMEN;MENSAH;CARDOSO;BASSAN;MANE;THIAM
Adana Demirspor vs. Kasimpasa - Saturday April 15 - 2023,Adana Demirspor,hard,4-2-3-1,OZBIR;GULER;RODRIGUES;SVENSSON;NDIAYE;STAMBOULI;MOREL;BELHANDA;AKINTOLA;SARI;NDIAYE
Adana Demirspor vs. Kasimpasa - Saturday April 15 - 2023,Kasimpasa,hard,4-1-4-1,GUVENC;DJILOBODJI;SERBEST;OZCAN;ESKIHELLAC;FABIANO;TIRPAN;EYSSERIC;HAJRADINOVIC;CHOUIAR;FALL
Fenerbahce vs. Ankaragucu - Saturday April 15 - 2023,Ankaragucu,hard,3-4-2-1,AKKAN;MUJAKIC;CANKAYA;HANOUSEK;MALCUIT;KITSIOU;DIACK;ANTALYALI;ZAHID;KILINC;SOWE
Fenerbahce vs. Ankaragucu - Saturday April 15 - 2023,Fenerbahce,easy,4-1-3-2,EGRIBAYAT;SZALAI;AKAYDIN;ALIOSKI;OSAYI-SAMUEL;YUKSEK;ZAJC;ROSSI;GULER;VALENCIA;DURSUN
Istanbulspor vs. Basaksehir - Saturday April 15 - 2023,Basaksehir,hard,4-1-4-1,SENGEZER;TOUBA;DUARTE;LIMA;SAHINER;BIGLIA;OZCAN;SZYSZ;ALEKSIC;GURLER;FIGUEIREDO
Istanbulspor vs. Basaksehir - Saturday April 15 - 2023,Istanbulspor,hard,4-1-4-1,JENSEN;DELI;ERDOGAN;AKSU;DUHANEY;ERGUN;BA;RROCA;TOPALLI;LOKILO;EZE
Giresunspor vs. Sivasspor - Sunday April 16 - 2023,Giresunspor,hard,4-2-3-1,KAPLAN;PEREZ;ARIAS;GENC;BILAZER;CAMPUZANO;MEJIA;SAGLAM;SAINZ;SERGINHO;BAJIC
Giresunspor vs. Sivasspor - Sunday April 16 - 2023,Sivasspor,hard,4-1-4-1,VURAL;GOUTAS;APPINDANGOYE;ERDAL;PALULI;YESILYURT;COFIE;ULVESTAD;SAIZ;N'JIE;CAICEDO
Trabzonspor vs. Besiktas - Sunday April 16 - 2023,Besiktas,easy,4-2-3-1,GUNOK;COLLEY;SAISS;MASUAKU;BULUT;FERNANDES;UCAN;MAXIM;REDMOND;GHEZZAL;ABOUBAKAR
Trabzonspor vs. Besiktas - Sunday April 16 - 2023,Trabzonspor,easy,4-1-4-1,CAKIR;DENSWIL;TURKMEN;ELMALI;BRUNO PERES;STRYGER;SIOPIS;BAKASETAS;OMUR;MARKOVIC;GOMEZ
Alanyaspor vs. Galatasaray - Tuesday April 18 - 2023,Alanyaspor,hard,4-1-4-1,RUNARSSON;RASSOUL;AKSOY;PEREIRA;FER;DOUMBIA;LUSAMBA;OZDEMIR;KARACA;CAVALEIRO;AHMED HASSAN
Alanyaspor vs. Galatasaray - Tuesday April 18 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;ADEKUGBE;BOEY;TORREIRA;OLIVEIRA;AKTURKOGLU;RASHICA;MERTENS;ICARDI
Fatih Karagumruk vs. Umraniyespor - Tuesday April 18 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;BANIYA;BIRASCHI;DRESEVIC;MERCAN;OZDOEV;BERTOLACCI;SHUKUROV;LOBJANIDZE;DIAGNE;BORINI
Fatih Karagumruk vs. Umraniyespor - Tuesday April 18 - 2023,Umraniyespor,hard,4-4-2,OZER;EPUREANU;GLUMAC;ATASAYAR;YILMAZ;AVOUNOU;GHEORGHE;SEKIDIKA;GERALDO;KAYODE;NAYIR
Basaksehir vs. Fenerbahce - Wednesday April 19 - 2023,Basaksehir,hard,4-2-3-1,SENGEZER;TOUBA;DUARTE;LIMA;SAHINER;TEKDEMIR;BIGLIA;SZYSZ;ALEKSIC;TURUC;FIGUEIREDO
Basaksehir vs. Fenerbahce - Wednesday April 19 - 2023,Fenerbahce,easy,4-1-3-2,EGRIBAYAT;SZALAI;AKAYDIN;OOSTERWOLDE;KADIOGLU;ARAO;CRESPO;GULER;ROSSI;KAHVECI;VALENCIA
Istanbulspor vs. Antalyaspor - Wednesday April 19 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;UZUNHAN;SARI;VURAL;BALCI;FERNANDO;AKYOL;LARSSON;SINIK;NDAO;WRIGHT
Istanbulspor vs. Antalyaspor - Wednesday April 19 - 2023,Istanbulspor,hard,4-1-4-1,JENSEN;DELI;YESIL;AKSU;DUHANEY;ERGUN;BA;RROCA;ETHEMI;LOKILO;EZE
Kayserispor vs. Kasimpasa - Wednesday April 19 - 2023,Kasimpasa,hard,4-1-4-1,GUVENC;DJILOBODJI;DONK;FABIANO;TIRPAN;KARA;HAJRADINOVIC;CHOUIAR;BEN OUANES;FALL;KOITA
Kayserispor vs. Kasimpasa - Wednesday April 19 - 2023,Kayserispor,hard,4-1-4-1,BAYAZIT;KOCAMAN;KOLOVETSIOS;UZODIMMA;SAZDAGI;ACKAH;KEMEN;MENSAH;MANE;BASSAN;THIAM
Konyaspor vs. Adana Demirspor - Wednesday April 19 - 2023,Adana Demirspor,hard,4-2-3-1,OZBIR;CETIN;RODRIGUES;SVENSSON;MOREL;NDIAYE;STAMBOULI;AKBABA;ONYEKURU;AKINTOLA;NDIAYE
Konyaspor vs. Adana Demirspor - Wednesday April 19 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;CALVO;YAZGILI;GUILHERME;OGUZ;DIKMEN;BOUCHALAKIS;POZUELO;MORENO;DIOUF;EMRELI
Ankaragucu vs. Giresunspor - Thursday April 20 - 2023,Ankaragucu,hard,3-4-2-1,AKKAN;MUJAKIC;CANKAYA;HANOUSEK;MALCUIT;KITSIOU;DIACK;ANTALYALI;ZAHID;KILINC;SOWE
Ankaragucu vs. Giresunspor - Thursday April 20 - 2023,Giresunspor,hard,4-1-4-1,KAPLAN;ARIAS;GENC;BILAZER;CAMPUZANO;MEJIA;AKPINAR;SAGLAM;SERGINHO;KUWAS;BAJIC
Sivasspor vs. Trabzonspor - Thursday April 20 - 2023,Sivasspor,hard,4-1-4-1,VURAL;GOUTAS;APPINDANGOYE;ERDAL;PALULI;YESILYURT;CHARISIS;ARSLAN;SAIZ;GRADEL;YATABARE
Sivasspor vs. Trabzonspor - Thursday April 20 - 2023,Trabzonspor,easy,4-2-3-1,CAKIR;BARTRA;TURKMEN;ELMALI;STRYGER;HASPOLAT;SIOPIS;BARDHI;YAZICI;MARKOVIC;GOMEZ
Umraniyespor vs. Besiktas - Saturday April 22 - 2023,Besiktas,easy,4-2-3-1,GUNOK;COLLEY;SAISS;MASUAKU;ROSIER;HADZIAHMETOVIC;FERNANDES;UCAN;REDMOND;ABOUBAKAR;TOSUN
Umraniyespor vs. Besiktas - Saturday April 22 - 2023,Umraniyespor,hard,4-1-4-1,OZDEMIR;GLUMAC;ATASAYAR;POPOV;YILMAZ;SACKEY;AVOUNOU;GURBULAK;GERALDO;KAYODE;NAYIR
Adana Demirspor vs. Kayserispor - Sunday April 23 - 2023,Adana Demirspor,hard,4-2-3-1,OZBIR;GULER;RODRIGUES;COKCALIS;MOREL;INLER;STAMBOULI;BELHANDA;ONYEKURU;SARI;NDIAYE
Adana Demirspor vs. Kayserispor - Sunday April 23 - 2023,Kayserispor,hard,4-2-3-1,BAYAZIT;KOCAMAN;ATTAMAH;UZODIMMA;SAZDAGI;ACKAH;KEMEN;MENSAH;CARDOSO;MANE;THIAM
Galatasaray vs. Fatih Karagumruk - Sunday April 23 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;BANIYA;BIRASCHI;DRESEVIC;MERCAN;OZDOEV;BERTOLACCI;LAWRENCE NICHOLAS;LOBJANIDZE;DIAGNE;BORINI
Galatasaray vs. Fatih Karagumruk - Sunday April 23 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;ADEKUGBE;BOEY;TORREIRA;OLIVEIRA;ZANIOLO;AKTURKOGLU;RASHICA;MERTENS
Kasimpasa vs. Konyaspor - Sunday April 23 - 2023,Kasimpasa,hard,4-2-3-1,GUVENC;SERBEST;DONK;ESKIHELLAC;FABIANO;TIRPAN;KARA;EYSSERIC;BEN OUANES;FALL;BAHOKEN
Kasimpasa vs. Konyaspor - Sunday April 23 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;CALVO;YAZGILI;GUILHERME;OGUZ;DIKMEN;BOUCHALAKIS;POZUELO;MORENO;MURIC;DIOUF
Antalyaspor vs. Sivasspor - Monday April 24 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;UZUNHAN;SARI;VURAL;BALCI;FERNANDO;AKYOL;LARSSON;SINIK;NDAO;WRIGHT
Antalyaspor vs. Sivasspor - Monday April 24 - 2023,Sivasspor,hard,4-2-3-1,VURAL;GOUTAS;CAMARA;APPINDANGOYE;YESILYURT;PALULI;ARSLAN;CHARISIS;SAIZ;GRADEL;YATABARE
Fenerbahce vs. Istanbulspor - Monday April 24 - 2023,Fenerbahce,easy,4-1-3-2,EGRIBAYAT;SZALAI;AKAYDIN;ALIOSKI;KADIOGLU;YUKSEK;GULER;YANDAS;MOR;JOAO PEDRO;VALENCIA
Fenerbahce vs. Istanbulspor - Monday April 24 - 2023,Istanbulspor,hard,4-1-4-1,ARDA;DELI;YESIL;ERDOGAN;AKSU;SARIKAYA;RROCA;LOSHAJ;SEN;ETHEMI;EZE
Giresunspor vs. Basaksehir - Monday April 24 - 2023,Basaksehir,hard,4-1-4-1,SENGEZER;DUARTE;IE;ERKIN;OZBAYRAKLI;OZCAN;SZYSZ;ALEKSIC;JANUZAJ;TURUC;FIGUEIREDO
Giresunspor vs. Basaksehir - Monday April 24 - 2023,Giresunspor,hard,4-2-3-1,PIRI;ARIAS;ULUDAG;BILAZER;MEJIA;CAMPUZANO;SAGLAM;SERGINHO;SAINZ;KUWAS;BAJIC
Alanyaspor vs. Umraniyespor - Friday April 28 - 2023,Alanyaspor,hard,3-4-3,RUNARSSON;BAYIR;RASSOUL;BALKOVEC;FER;LUSAMBA;OZDEMIR;KARACA;CAVALEIRO;CANDEIAS;AHMED HASSAN
Alanyaspor vs. Umraniyespor - Friday April 28 - 2023,Umraniyespor,hard,4-1-4-1,OZDEMIR;EPUREANU;GLUMAC;ATASAYAR;POPOV;SACKEY;MRSIC;GOKSU;SEKIDIKA;KAYODE;NAYIR
Ankaragucu vs. Kasimpasa - Saturday April 29 - 2023,Ankaragucu,hard,3-4-3,AKKAN;MUJAKIC;CANKAYA;HANOUSEK;MALCUIT;KITSIOU;DIACK;ANTALYALI;ZAHID;CHATZIGIOVANNIS;SOWE
Ankaragucu vs. Kasimpasa - Saturday April 29 - 2023,Kasimpasa,hard,4-2-3-1,GUVENC;SERBEST;DONK;MALSA;KARA;HADERGJONAJ;EYSSERIC;CHOUIAR;BEN OUANES;FALL;BAHOKEN
Fatih Karagumruk vs. Antalyaspor - Saturday April 29 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;TOPRAK;SARI;SERTEL;BALCI;RAKIP;FERNANDO;FREDY;LARSSON;SINIK;WRIGHT
Fatih Karagumruk vs. Antalyaspor - Saturday April 29 - 2023,Fatih Karagumruk,hard,4-3-3,SEN;DRESEVIC;BANIYA;BIRASCHI;MERCAN;OZDOEV;BERTOLACCI;SHUKUROV;LOBJANIDZE;DIAGNE;BORINI
Konyaspor vs. Trabzonspor - Saturday April 29 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;CALVO;YAZGILI;GUILHERME;OGUZ;DIKMEN;BOUCHALAKIS;POZUELO;MICHALAK;MORENO;DIOUF
Konyaspor vs. Trabzonspor - Saturday April 29 - 2023,Trabzonspor,easy,4-1-4-1,CAKIR;BARTRA;TURKMEN;ELMALI;SIOPIS;HASPOLAT;HAMSIK;BARDHI;BAKASETAS;TREZEGUET;BOZOK
Sivasspor vs. Fenerbahce - Saturday April 29 - 2023,Fenerbahce,easy,4-1-3-2,EGRIBAYAT;AKAYDIN;AZIZ;LUAN PERES;KADIOGLU;OSAYI-SAMUEL;ARAO;GULER;KAHVECI;JOAO PEDRO;VALENCIA
Sivasspor vs. Fenerbahce - Saturday April 29 - 2023,Sivasspor,hard,4-2-3-1,VURAL;GOUTAS;APPINDANGOYE;ERDAL;YESILYURT;PALULI;CHARISIS;ARSLAN;SAIZ;GRADEL;YATABARE
Besiktas vs. Galatasaray - Sunday April 30 - 2023,Besiktas,easy,4-2-3-1,GUNOK;COLLEY;SAISS;MASUAKU;ROSIER;HADZIAHMETOVIC;FERNANDES;UCAN;REDMOND;ABOUBAKAR;TOSUN
Besiktas vs. Galatasaray - Sunday April 30 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;ADEKUGBE;BOEY;TORREIRA;OLIVEIRA;AKTURKOGLU;RASHICA;MERTENS;ICARDI
Istanbulspor vs. Giresunspor - Monday May 1 - 2023,Giresunspor,hard,4-1-4-1,KAPLAN;SEVEN;ARIAS;ULUDAG;BILAZER;MEJIA;CAMPUZANO;SAGLAM;SAINZ;SERGINHO;BAJIC
Istanbulspor vs. Giresunspor - Monday May 1 - 2023,Istanbulspor,hard,4-1-4-1,JENSEN;DELI;ERDOGAN;YASAR;DUHANEY;BA;ERGUN;RROCA;ETHEMI;LOKILO;EZE
Adana Demirspor vs. Alanyaspor - Saturday May 6 - 2023,Adana Demirspor,hard,4-2-3-1,OZBIR;GULER;RODRIGUES;SVENSSON;STAMBOULI;NDIAYE;MOREL;BELHANDA;ONYEKURU;SARI;NDIAYE
Adana Demirspor vs. Alanyaspor - Saturday May 6 - 2023,Alanyaspor,hard,4-1-4-1,RUNARSSON;RASSOUL;BAYIR;BALKOVEC;PEREIRA;FER;DOUMBIA;GUNES;KARACA;CAVALEIRO;KOULOURIS
Antalyaspor vs. Besiktas - Saturday May 6 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;SARI;TOPRAK;SERTEL;BALCI;FERNANDO;RAKIP;FREDY;LARSSON;SINIK;WRIGHT
Antalyaspor vs. Besiktas - Saturday May 6 - 2023,Besiktas,easy,4-2-3-1,GUNOK;SAISS;WELINTON;MASUAKU;ROSIER;HADZIAHMETOVIC;FERNANDES;MAXIM;REDMOND;ABOUBAKAR;TOSUN
Giresunspor vs. Fenerbahce - Sunday May 7 - 2023,Fenerbahce,easy,4-1-3-2,EGRIBAYAT;SZALAI;AKAYDIN;LUAN PERES;KADIOGLU;YUKSEK;GULER;ROSSI;YANDAS;VALENCIA;BATSHUAYI
Giresunspor vs. Fenerbahce - Sunday May 7 - 2023,Giresunspor,hard,4-1-4-1,KAPLAN;SEVEN;ARIAS;ULUDAG;BILAZER;CAMPUZANO;MEJIA;SAGLAM;SAINZ;SERGINHO;BAJIC
Konyaspor vs. Kayserispor - Sunday May 7 - 2023,Kayserispor,hard,4-1-4-1,GONEN;KOLOVETSIOS;HOSSEINI;ATTAMAH;SAZDAGI;KEMEN;MENSAH;CARDOSO;MANE;BASSAN;THIAM
Konyaspor vs. Kayserispor - Sunday May 7 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;CALVO;YAZGILI;GUILHERME;OGUZ;BOUCHALAKIS;DIKMEN;POZUELO;MORENO;EMRELI;DIOUF
Umraniyespor vs. Sivasspor - Sunday May 7 - 2023,Sivasspor,hard,4-1-4-1,YILDIRIM;OSMANPASA;GOUTAS;CIFTCI;YESILYURT;PALULI;ULVESTAD;CHARISIS;SAIZ;GRADEL;YATABARE
Umraniyespor vs. Sivasspor - Sunday May 7 - 2023,Umraniyespor,hard,4-4-2,OZDEMIR;EPUREANU;GLUMAC;SACKEY;GOKSU;SEKIDIKA;GHEORGHE;GERALDO;AYIK;KAYODE;NAYIR
Galatasaray vs. Basaksehir - Monday May 8 - 2023,Basaksehir,hard,4-2-3-1,SENGEZER;DUARTE;TOUBA;LIMA;SAHINER;BIGLIA;TEKDEMIR;ALEKSIC;GURLER;TURUC;FIGUEIREDO
Galatasaray vs. Basaksehir - Monday May 8 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;KARATAS;BOEY;TORREIRA;OLIVEIRA;AKTURKOGLU;RASHICA;MERTENS;ICARDI
Trabzonspor vs. Ankaragucu - Monday May 8 - 2023,Ankaragucu,hard,3-4-2-1,AKKAN;MUJAKIC;CANKAYA;KIZILDAG;HANOUSEK;KITSIOU;DJOKANOVIC;ANTALYALI;ZAHID;KILINC;SOWE
Trabzonspor vs. Ankaragucu - Monday May 8 - 2023,Trabzonspor,easy,3-5-2,CAKIR;TURKMEN;BARTRA;ELMALI;BOSLUK;STRYGER;HASPOLAT;HAMSIK;BARDHI;GOMEZ;BOZOK
Alanyaspor vs. Konyaspor - Tuesday May 16 - 2023,Alanyaspor,hard,4-2-3-1,RUNARSSON;FEDDAL;BAYIR;BALKOVEC;PEREIRA;LUSAMBA;GUNES;KARACA;AYDIN;CANDEIAS;KOULOURIS
Alanyaspor vs. Konyaspor - Tuesday May 16 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;CALVO;DEMIRBAG;GUILHERME;KARAYEL;DIKMEN;BOUCHALAKIS;POZUELO;MICHALAK;MORENO;EMRELI
