game,team,difficulty,formation,lineup,lineup_numbers
Besiktas vs. Trabzonspor - Friday August 10 - 2001,Besiktas,easy,3-5-2,TUNCAY;GURACAR;BOZKURT;YILDIRIM;UZULMEZ;SULUN;BAYA;BEKTAS;KAHVECI;MANSIZ;DURSUN,22;18;14;4;19;28;7;11;8;26;10
Besiktas vs. Trabzonspor - Friday August 10 - 2001,Trabzonspor,easy,4-4-2,AKTAS;SOMERS;BECEREN;GUVEN;SALAZAR;OZGUR;JARRO;MEHMET AURELIO;KARADENIZ;DEMIRAY;BIULA,1;8;34;3;2;11;13;15;61;37;17
Fenerbahce vs. Samsunspor - Saturday August 11 - 2001,Fenerbahce,easy,3-5-2,RECBER;OZAT;TEMIZKANOGLU;MIRKOVIC;ERCAN;SIMSEK;JOHNSON;REVIVO;LAZETIC;AKIN;RAPAIC,1;16;3;6;18;20;28;10;17;9;8
Fenerbahce vs. Samsunspor - Saturday August 11 - 2001,Samsunspor,hard,3-5-2,BOUKAR;KARABABA;KOLOGLU;YELEK;SAGIR;CAN;DOKME;NAS;KORKMAZ;YILMAZ;SAGLAM,12;23;5;34;55;99;15;24;7;10;6
Genclerbirligi vs. Diyarbakirspor - Saturday August 11 - 2001,Diyarbakirspor,hard,4-4-2,TEKELIOGLU;YOUSSEF;ZAFER;DEMIRHAN;DUMAN;KOCAK;KOLGU;YUCETAS;ALACAYIR;ULUSAL;KONA,34;21;5;29;51;99;11;6;7;8;24
Genclerbirligi vs. Diyarbakirspor - Saturday August 11 - 2001,Genclerbirligi,hard,4-4-2,NYS;DAEMS;DOGANTEZ;CAKMAK;GULDUREN;DASGUN;ZDEBEL;BASTURK;MBAYO;SALGIN;YOULA,1;20;4;7;3;13;8;10;14;51;11
Goztepe vs. Bursaspor - Saturday August 11 - 2001,Bursaspor,hard,3-5-2,KARAGOL;OZBEY;BOUAZIZI;KILIC;HACIOGLU;SEN;SEVEN;MOSHOEU;ALKAN;SOZKESEN;YILMAZ,18;6;13;17;53;11;4;1;20;21;10
Goztepe vs. Bursaspor - Saturday August 11 - 2001,Goztepe,hard,3-5-2,MAJDAN;GUSAR;ARAYICI;KOK;YUNGUL;ONUR;DIYADIN;BOZACI;OZKAN;MARTIN;KABAT,33;41;99;19;8;46;6;53;11;28;22
Rizespor vs. Kocaelispor - Saturday August 11 - 2001,Kocaelispor,hard,4-4-2,SAHIN;TIMKO;COLAK;YIGIT;BARIS;SARMAN;HASPOLATLI;ABDELAZIZ;OZTONGA;ALEKSANDROV;LAZAROV,
Rizespor vs. Kocaelispor - Saturday August 11 - 2001,Rizespor,hard,4-4-2,HAMIDOU;DUYMUS;BILGE;ASIL;AVCI;ALPUGAN;AYHAN;KAZMAZ;OZDEMIR;TETTEH;OZTURK,
Antalyaspor vs. Ankaragucu - Sunday August 12 - 2001,Ankaragucu,hard,4-4-2,DA SILVA;DURSUN;KUTLU;TASDEMIR;NAMDAR;GUNEY;PACHOLA;OZLEM;KELES;KENNEDY;AHINFUL,1;2;4;76;39;12;6;5;10;18;15
Antalyaspor vs. Ankaragucu - Sunday August 12 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;SAATCIOGLU;GINCHEV;KAMBUROGLU;OZALP;CAKIR;YASAN;SEZER;GURSEL;BLESSIN;KINALI,1;5;23;74;3;6;7;45;39;9;61
Denizlispor vs. Yimpas Yozgatspor - Sunday August 12 - 2001,Denizlispor,hard,3-5-2,SOULAMA;CIMEN;KAFKAS;EL SAKA;BAYAZIT;AHMED HASSAN;KARTOP;BILAZER;TANDOGAN;ATLI;BIRDAL,33;3;19;4;7;17;6;10;22;18;11
Denizlispor vs. Yimpas Yozgatspor - Sunday August 12 - 2001,Yimpas Yozgatspor,hard,3-5-2,DIALLO;ARSLAN;OZER;BARIS;KARACA;KAHRAMAN;HINCAL;DALCICEK;OZER;PREKO;KOCABEY,1;4;16;45;6;5;7;66;56;17;10
Gaziantepspor vs. Galatasaray - Sunday August 12 - 2001,Galatasaray,easy,4-4-2,MONDRAGON;UNSAL;KORKMAZ;POPESCU;CAPONE;PENBE;KAYA;YALCIN;DAVALA;GOKTAN;ERDEM,1;57;3;4;35;67;8;13;22;7;6
Gaziantepspor vs. Galatasaray - Sunday August 12 - 2001,Gaziantepspor,hard,4-4-2,CATKIC;BEKIROGLU;KORKMAZ;POLAT;TUNC;ROMASHCHENKO;BATISTA;BOLUKBASI;ASLAN;OZER;TEKKE,1;11;3;27;5;22;18;77;7;56;61
Istanbulspor vs. Malatyaspor - Sunday August 12 - 2001,Istanbulspor,hard,4-4-2,ZDRAVKOV;PETKOV;AKBAS;GUR;HUSEYINOGLU;ERDOGAN;SAIDOU;SAHIN;YAVAS;ZUBANOVIC;BUSHI,1;6;98;45;52;33;20;21;9;7;8
Istanbulspor vs. Malatyaspor - Sunday August 12 - 2001,Malatyaspor,hard,3-5-2,POLAT;GUNDOSTU;CAY;PALANCI;DEGE;OZGUR;YILDIRIMKAYA;KULAKSIZ;GUNDOGDU;KOVACEVIC;ULUSOY,12;54;4;5;55;34;8;53;27;18;9
Bursaspor vs. Besiktas - Friday August 17 - 2001,Besiktas,easy,3-5-2,KJAER;GURACAR;RONALDO GUIARO;YILDIRIM;UZULMEZ;BAYA;VEIT;METIN;HAVUTCU;MANSIZ;KAHVECI,1;18;5;4;19;7;6;20;3;26;8
Bursaspor vs. Besiktas - Friday August 17 - 2001,Bursaspor,hard,4-4-2,KARAGOL;HACIOGLU;SEVEN;BOUAZIZI;KILIC;SEN;ER;MOSHOEU;ALKAN;SOZKESEN;YILMAZ,18;53;4;13;17;11;14;1;20;21;10
Diyarbakirspor vs. Goztepe - Saturday August 18 - 2001,Diyarbakirspor,hard,4-4-2,TEKELIOGLU;YOUSSEF;ZAFER;DEMIRHAN;DUMAN;KOCAK;KOLGU;YUCETAS;ALACAYIR;ULUSAL;KONA,34;21;5;29;51;99;11;6;7;8;24
Diyarbakirspor vs. Goztepe - Saturday August 18 - 2001,Goztepe,hard,4-4-2,MAJDAN;BOZACI;ARAYICI;GUSAR;KOK;YUNGUL;ONUR;DIYADIN;OZKAN;KABAT;BIRYOL,33;53;99;41;19;8;46;6;11;22;15
Galatasaray vs. Denizlispor - Saturday August 18 - 2001,Denizlispor,hard,3-5-2,SOULAMA;EL SAKA;KAFKAS;CIMEN;BAYAZIT;BILAZER;AHMED HASSAN;KARTOP;TANDOGAN;ATLI;BIRDAL,33;4;19;3;7;10;17;6;22;18;11
Galatasaray vs. Denizlispor - Saturday August 18 - 2001,Galatasaray,easy,4-2-3-1,MONDRAGON;VICTORIA;ASIK;KORKMAZ;CAPONE;AKIN;PENBE;GOKTAN;YALCIN;SAS;ERDEM,1;14;5;3;35;12;67;7;13;11;6
Genclerbirligi vs. Samsunspor - Saturday August 18 - 2001,Genclerbirligi,hard,4-4-2,NYS;DAEMS;DOGANTEZ;GULDUREN;CAKMAK;DASGUN;ZDEBEL;BASTURK;MBAYO;SALGIN;YOULA,1;20;4;3;7;13;8;10;14;51;11
Genclerbirligi vs. Samsunspor - Saturday August 18 - 2001,Samsunspor,hard,3-5-2,BOUKAR;KARABABA;KOLOGLU;YELEK;DOKME;BAIDOO;NAS;CAN;KORKMAZ;YILMAZ;SAGIR,12;23;5;34;15;8;24;99;7;10;55
Kocaelispor vs. Antalyaspor - Saturday August 18 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;KAMBUROGLU;SAATCIOGLU;KARAMAN;MUSIC;CIMSIR;CAKIR;SEZER;GURSEL;KINALI;GAUDINO,1;74;5;34;20;11;6;45;39;61;10
Kocaelispor vs. Antalyaspor - Saturday August 18 - 2001,Kocaelispor,hard,3-5-2,SAHIN;COLAK;TIMKO;SARMAN;DABROWSKI;HASPOLATLI;ALEKSANDROV;ABDELAZIZ;YIGIT;TOPRAKTEPE;LAZAROV,77;5;4;2;7;18;10;15;6;41;11
Ankaragucu vs. Malatyaspor - Sunday August 19 - 2001,Ankaragucu,hard,3-5-2,DA SILVA;DURSUN;TASDEMIR;OZSARAC;GUNEY;PACHOLA;OZLEM;ROGERIO BELEM;KELES;KENNEDY;AHINFUL,1;2;76;3;12;6;5;7;10;18;15
Ankaragucu vs. Malatyaspor - Sunday August 19 - 2001,Malatyaspor,hard,3-5-2,POLAT;GUNDOSTU;CAY;PALANCI;DEGE;YILDIRIMKAYA;KOC;KULAKSIZ;GUNDOGDU;LOBE;KOVACEVIC,12;54;4;5;55;8;33;53;27;72;18
Istanbulspor vs. Fenerbahce - Sunday August 19 - 2001,Fenerbahce,easy,3-4-3,DAGLAROGLU;OZAT;MIRKOVIC;MIRKOVIC;ERCAN;JOHNSON;REVIVO;ERIS;LAZETIC;DERELIOGLU;AKIN,13;16;2;6;18;28;10;14;17;29;9
Istanbulspor vs. Fenerbahce - Sunday August 19 - 2001,Istanbulspor,hard,4-4-2,ZDRAVKOV;PETKOV;AKBAS;GUR;HUSEYINOGLU;ERDOGAN;SAIDOU;SAHIN;ONATLI;ZUBANOVIC;BUSHI,1;6;98;45;52;33;20;21;35;7;8
Trabzonspor vs. Gaziantepspor - Sunday August 19 - 2001,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;KORKMAZ;TUNC;BEKIROGLU;BATISTA;ROMASHCHENKO;BOLUKBASI;KRIVOV;OZER;TEKKE,1;27;3;5;11;8;22;77;30;56;61
Trabzonspor vs. Gaziantepspor - Sunday August 19 - 2001,Trabzonspor,easy,3-5-2,AKTAS;BECEREN;KAHRAMAN;GUVEN;SOMERS;JARRO;OZGUR;MEHMET AURELIO;KARADENIZ;DEMIRAY;BIULA,1;34;25;3;8;13;11;15;61;37;17
Yimpas Yozgatspor vs. Rizespor - Sunday August 19 - 2001,Rizespor,hard,4-4-2,HAMIDOU;DUYMUS;BILGE;ASIL;AVCI;ALNOUDJI;AYHAN;KAZMAZ;OZDEMIR;TETTEH;OZTURK,
Yimpas Yozgatspor vs. Rizespor - Sunday August 19 - 2001,Yimpas Yozgatspor,hard,3-5-2,DIALLO;ARSLAN;BARIS;OZER;OZER;KARACA;HINCAL;KARAKAYIS;KAHRAMAN;KOCABEY;PREKO,
Trabzonspor vs. Bursaspor - Friday August 24 - 2001,Bursaspor,hard,3-5-2,KARAGOL;BOUAZIZI;KILIC;ER;HACIOGLU;DEMIR;SEN;MOSHOEU;ALKAN;SOZKESEN;YILMAZ,18;13;17;14;53;8;11;1;20;21;10
Trabzonspor vs. Bursaspor - Friday August 24 - 2001,Trabzonspor,easy,3-5-2,AKTAS;BECEREN;GUVEN;KAHRAMAN;SOMERS;MEHMET AURELIO;OZGUR;JARRO;KARADENIZ;MANDIRALI;BIULA,1;34;3;25;8;15;11;13;61;10;17
Antalyaspor vs. Yimpas Yozgatspor - Saturday August 25 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;KAMBUROGLU;SAATCIOGLU;KARAMAN;MUSIC;SEZER;CIMSIR;GAUDINO;CAKIR;KINALI;BIRLIK,1;74;5;34;20;45;11;10;6;61;24
Antalyaspor vs. Yimpas Yozgatspor - Saturday August 25 - 2001,Yimpas Yozgatspor,hard,3-5-2,DIALLO;ARSLAN;OZER;BARIS;KARACA;KARAKAYIS;KAHRAMAN;YAW;BAYER;HINCAL;KOCABEY,1;4;16;45;6;59;5;15;51;7;10
Besiktas vs. Diyarbakirspor - Saturday August 25 - 2001,Besiktas,easy,4-4-2,TUNCAY;RONALDO GUIARO;GURACAR;UZULMEZ;HAVUTCU;VEIT;METIN;BAYA;KAHVECI;MANSIZ;STAVRUM,
Besiktas vs. Diyarbakirspor - Saturday August 25 - 2001,Diyarbakirspor,hard,4-4-2,TEKELIOGLU;ZAFER;DEMIRHAN;KOCAK;DUMAN;KOLGU;YUCETAS;ALACAYIR;YOUSSEF;KONA;ULUSAL,
Genclerbirligi vs. Istanbulspor - Saturday August 25 - 2001,Genclerbirligi,hard,3-5-2,NYS;GULDUREN;TOPRAKTEPE;SUMER;DAEMS;ZDEBEL;BASTURK;DASGUN;CAKMAK;SALGIN;LAWAL,1;3;2;5;20;8;10;13;7;51;17
Genclerbirligi vs. Istanbulspor - Saturday August 25 - 2001,Istanbulspor,hard,4-4-2,GUNGOR;PETKOV;AKBAS;GUR;HUSEYINOGLU;ERDOGAN;SAHIN;SAIDOU;ONATLI;ZUBANOVIC;BUSHI,12;6;98;45;52;33;21;20;35;7;8
Goztepe vs. Samsunspor - Saturday August 25 - 2001,Goztepe,hard,3-5-2,MAJDAN;GUSAR;ARAYICI;KOK;DIYADIN;ONUR;BARCIK;YUNGUL;OZKAN;MARTIN;KABAT,33;41;99;19;6;46;9;8;11;28;22
Goztepe vs. Samsunspor - Saturday August 25 - 2001,Samsunspor,hard,3-5-2,BOUKAR;BAIDOO;KOLOGLU;YELEK;DOKME;PIASARE;SAGIR;CAN;NAS;YILMAZ;BASTAN,12;8;5;34;15;17;55;99;24;10;11
Fenerbahce vs. Ankaragucu - Sunday August 26 - 2001,Ankaragucu,hard,3-5-2,DA SILVA;DURSUN;TASDEMIR;OZSARAC;ROGERIO BELEM;OZLEM;NAMDAR;GUNEY;KELES;KENNEDY;AHINFUL,1;2;76;3;7;5;39;12;10;18;15
Fenerbahce vs. Ankaragucu - Sunday August 26 - 2001,Fenerbahce,easy,3-5-2,RECBER;OZAT;DOGAN;MIRKOVIC;ERCAN;JOHNSON;RAPAIC;TEMIZKANOGLU;LAZETIC;AKIN;REVIVO,1;16;4;6;18;28;8;3;17;9;10
Gaziantepspor vs. Denizlispor - Sunday August 26 - 2001,Denizlispor,hard,3-5-2,SOULAMA;CIMEN;KAFKAS;EL SAKA;BAYAZIT;KARTOP;AHMED HASSAN;BOYRAZ;TANDOGAN;CIHAN;BIRDAL,33;3;19;4;7;6;17;44;22;50;11
Gaziantepspor vs. Denizlispor - Sunday August 26 - 2001,Gaziantepspor,hard,3-5-2,CATKIC;KORKMAZ;YAKHIMOVICH;TUNC;BEKIROGLU;BATISTA;ROMASHCHENKO;ASLAN;BOLUKBASI;OZER;TEKKE,1;3;25;5;11;8;22;7;77;56;61
Kocaelispor vs. Malatyaspor - Sunday August 26 - 2001,Kocaelispor,hard,3-5-2,SAHIN;BARIS;TIMKO;SARMAN;COLAK;HASPOLATLI;ALEKSANDROV;ABDELAZIZ;YIGIT;TOPRAKTEPE;LAZAROV,77;17;4;2;5;18;10;15;6;41;11
Kocaelispor vs. Malatyaspor - Sunday August 26 - 2001,Malatyaspor,hard,3-5-2,POLAT;KOC;CAY;PALANCI;DEGE;SIRIN;LAZAREVSKI;KULAKSIZ;DEMIRCI;LOBE;KOVACEVIC,12;33;4;5;55;61;26;53;6;72;18
Rizespor vs. Galatasaray - Sunday August 26 - 2001,Galatasaray,easy,4-4-2,MONDRAGON;VICTORIA;ASIK;KORKMAZ;CAPONE;SAS;PENBE;YALCIN;DAVALA;ERDEM;AYKUT,1;14;5;3;35;11;67;13;22;6;55
Rizespor vs. Galatasaray - Sunday August 26 - 2001,Rizespor,hard,4-4-2,HAMIDOU;NAS;DUYMUS;AVCI;ASIL;OZDEMIR;ALNOUDJI;KAZMAZ;AYHAN;OZTURK;TETTEH,1;70;49;41;6;88;18;53;8;9;35
Ankaragucu vs. Genclerbirligi - Friday September 7 - 2001,Ankaragucu,hard,3-5-2,DA SILVA;DURSUN;KUTLU;TASDEMIR;GUNEY;PACHOLA;OZLEM;AHINFUL;ROGERIO BELEM;KENNEDY;KELES,1;2;4;76;12;6;5;15;7;18;10
Ankaragucu vs. Genclerbirligi - Friday September 7 - 2001,Genclerbirligi,hard,3-5-2,NYS;GULDUREN;DOGANTEZ;SUMER;DAEMS;TATLI;ZDEBEL;BASTURK;CAKMAK;MBAYO;YOULA,1;3;4;5;20;28;8;10;7;14;11
Bursaspor vs. Gaziantepspor - Saturday September 8 - 2001,Bursaspor,hard,3-5-2,KULBILGE;SOBONA;BOUAZIZI;OZBEY;HACIOGLU;YESIL;SEVEN;MOSHOEU;ALKAN;SOZKESEN;YILMAZ,33;2;13;6;53;29;4;1;20;21;10
Bursaspor vs. Gaziantepspor - Saturday September 8 - 2001,Gaziantepspor,hard,3-5-2,CATKIC;KORKMAZ;YAKHIMOVICH;TUNC;ROMASHCHENKO;BATISTA;KRIVOV;ASLAN;BOLUKBASI;OZER;TEKKE,1;3;25;5;22;8;30;7;77;56;61
Diyarbakirspor vs. Trabzonspor - Saturday September 8 - 2001,Diyarbakirspor,hard,3-5-2,TEKELIOGLU;ERDOGAN;DEMIRHAN;DUMAN;KOCAK;KOLGU;ULUSAL;YUCETAS;ALACAYIR;KONA;KUCUKVARDAR,34;4;29;51;99;11;8;6;7;24;19
Diyarbakirspor vs. Trabzonspor - Saturday September 8 - 2001,Trabzonspor,easy,3-5-2,AKTAS;GUVEN;BECEREN;SALAZAR;SOMERS;MEHMET AURELIO;OZGUR;JARRO;KARADENIZ;DEMIRAY;BIULA,1;3;34;2;8;15;11;13;61;37;17
Galatasaray vs. Antalyaspor - Saturday September 8 - 2001,Antalyaspor,hard,5-4-1,KARAHAN;GINCHEV;CAKIR;KAMBUROGLU;OZALP;SAATCIOGLU;GURSEL;YASAN;CIMSIR;KINALI;BIRLIK,1;23;6;74;3;5;39;7;11;61;24
Galatasaray vs. Antalyaspor - Saturday September 8 - 2001,Galatasaray,easy,4-4-2,MONDRAGON;VICTORIA;INCEEFE;ASIK;CAPONE;PENBE;AKIN;YALCIN;DAVALA;ERDEM;AYKUT,1;14;2;5;35;67;12;13;22;6;55
Kocaelispor vs. Fenerbahce - Saturday September 8 - 2001,Fenerbahce,easy,3-5-2,RECBER;DOGAN;MIRKOVIC;MIRKOVIC;ERCAN;TEMIZKANOGLU;BAYRAKTAR;OZAT;LAZETIC;ANDERSSON;REVIVO,1;4;2;6;18;3;7;16;17;19;10
Kocaelispor vs. Fenerbahce - Saturday September 8 - 2001,Kocaelispor,hard,4-4-2,SAHIN;COLAK;TIMKO;SARMAN;YIGIT;OZTONGA;HASPOLATLI;ABDELAZIZ;DABROWSKI;AYEW;TOPRAKTEPE,77;5;4;2;6;3;18;15;7;9;41
Denizlispor vs. Rizespor - Sunday September 9 - 2001,Denizlispor,hard,3-5-2,SOULAMA;EL SAKA;CIMEN;SERT;BAYAZIT;AHMED HASSAN;KARTOP;BILAZER;TANDOGAN;CIHAN;BIRDAL,33;4;3;54;7;17;6;10;22;50;11
Denizlispor vs. Rizespor - Sunday September 9 - 2001,Rizespor,hard,3-5-2,KOPUZ;DIENG;ILOENYOSI;ASIL;KAZMAZ;ALNOUDJI;NAS;AYHAN;OZDEMIR;TETTEH;ASKAROGLU,27;14;16;6;53;18;70;8;88;35;43
Istanbulspor vs. Goztepe - Sunday September 9 - 2001,Goztepe,hard,3-5-2,MAJDAN;CETIN;ARAYICI;GUSAR;OZKAN;KOK;BOZACI;YUNGUL;BARCIK;MARTIN;KABAT,33;36;99;41;11;19;53;8;9;28;22
Istanbulspor vs. Goztepe - Sunday September 9 - 2001,Istanbulspor,hard,3-5-2,ZDRAVKOV;GUR;AKBAS;HUSEYINOGLU;PETKOV;KOCABAL;ERDOGAN;ONATLI;SAIDOU;BUSHI;YOZGATLI,1;45;98;52;6;61;33;35;20;8;13
Yimpas Yozgatspor vs. Malatyaspor - Sunday September 9 - 2001,Malatyaspor,hard,3-5-2,POLAT;KOC;GUNDOSTU;OZGUR;DEMIRCI;YILDIRIMKAYA;LAZAREVSKI;GUNDOGDU;IPEK;LOBE;ULUSOY,12;33;54;34;6;8;26;27;7;72;9
Yimpas Yozgatspor vs. Malatyaspor - Sunday September 9 - 2001,Yimpas Yozgatspor,hard,3-5-2,DIALLO;ARSLAN;OZER;BARIS;KARACA;HINCAL;KAHRAMAN;YAW;KAYA;PREKO;KOCABEY,1;4;16;45;6;7;5;15;34;17;10
Besiktas vs. Istanbulspor - Friday September 14 - 2001,Besiktas,easy,3-5-2,KJAER;RONALDO GUIARO;BOZKURT;HAVUTCU;UZULMEZ;BAYA;VEIT;METIN;KAHVECI;MANSIZ;ESER,1;5;14;3;19;7;6;20;8;26;15
Besiktas vs. Istanbulspor - Friday September 14 - 2001,Istanbulspor,hard,3-5-2,ZDRAVKOV;GUR;AKBAS;HUSEYINOGLU;PETKOV;SAIDOU;SAHIN;ONATLI;ERDOGAN;BUSHI;YOZGATLI,1;45;98;52;6;20;21;35;33;8;13
Antalyaspor vs. Denizlispor - Saturday September 15 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;GINCHEV;SAATCIOGLU;KAMBUROGLU;GURSEL;CIMSIR;YASAN;OZALP;CAKIR;KINALI;BIRLIK,1;23;5;74;39;11;7;3;6;61;24
Antalyaspor vs. Denizlispor - Saturday September 15 - 2001,Denizlispor,hard,3-5-2,SOULAMA;KAFKAS;EL SAKA;CIHAN;BOYRAZ;ERTUGRUL;AHMED HASSAN;KARTOP;TANDOGAN;COULIBALY;BIRDAL,33;19;4;50;44;55;17;6;22;27;11
Bursaspor vs. Diyarbakirspor - Saturday September 15 - 2001,Bursaspor,hard,3-5-2,KELEMEN;OZBEY;RONALDO GUIARO;KILIC;HACIOGLU;SEN;BOUAZIZI;MOSHOEU;DEMIR;SOZKESEN;ALKAN,12;6;16;17;53;11;13;1;8;21;20
Bursaspor vs. Diyarbakirspor - Saturday September 15 - 2001,Diyarbakirspor,hard,4-3-1-2,TEKELIOGLU;KOCAK;ERDOGAN;DUMAN;ALACAYIR;KOLGU;DEMIRHAN;YUCETAS;KUCUKVARDAR;ULUSAL;KONA,34;99;4;51;7;11;29;6;19;8;24
Fenerbahce vs. Yimpas Yozgatspor - Saturday September 15 - 2001,Fenerbahce,easy,3-5-2,RECBER;TEMIZKANOGLU;DOGAN;OZAT;ERCAN;SIMSEK;JOHNSON;REVIVO;GUNES;AKIN;RAPAIC,1;3;4;16;18;20;28;10;30;9;8
Fenerbahce vs. Yimpas Yozgatspor - Saturday September 15 - 2001,Yimpas Yozgatspor,hard,3-5-2,DIALLO;ARSLAN;OZER;BARIS;KARACA;KARAKAYIS;KAHRAMAN;YAW;HINCAL;PREKO;BULUT,1;4;16;45;6;59;5;15;7;17;22
Malatyaspor vs. Galatasaray - Saturday September 15 - 2001,Galatasaray,easy,4-2-3-1,MONDRAGON;VICTORIA;ASIK;KORKMAZ;PEREZ;KAYA;FLEURQUIN;PENBE;YALCIN;GOKTAN;ERDEM,1;14;5;3;15;8;23;67;13;7;6
Malatyaspor vs. Galatasaray - Saturday September 15 - 2001,Malatyaspor,hard,3-5-2,POLAT;CAY;GUNDOSTU;OZGUR;DEGE;DEMIRCI;TURHAN;LAZAREVSKI;IPEK;LOBE;ULUSOY,12;4;54;34;55;6;25;26;7;72;9
Gaziantepspor vs. Rizespor - Sunday September 16 - 2001,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;KORKMAZ;TUNC;ROMASHCHENKO;SAHINTURK;ASLAN;KRIVOV;BOLUKBASI;OZER;TEKKE,1;27;3;5;22;10;7;30;77;56;61
Gaziantepspor vs. Rizespor - Sunday September 16 - 2001,Rizespor,hard,3-5-2,KOPUZ;DIENG;ILOENYOSI;ASIL;NAS;AVCI;KAZMAZ;ALPUGAN;OZDEMIR;TETTEH;ASKAROGLU,27;14;16;6;70;41;53;74;88;35;43
Genclerbirligi vs. Kocaelispor - Sunday September 16 - 2001,Genclerbirligi,hard,3-5-2,NYS;GULDUREN;DOGANTEZ;SUMER;DAEMS;ZDEBEL;TATLI;BASTURK;CAKMAK;MBAYO;YOULA,1;3;4;5;20;8;28;10;7;14;11
Genclerbirligi vs. Kocaelispor - Sunday September 16 - 2001,Kocaelispor,hard,4-4-2,SAHIN;OZTONGA;TIMKO;SARMAN;BARIS;COLAK;HASPOLATLI;ABDELAZIZ;DABROWSKI;AYEW;TOPRAKTEPE,77;3;4;2;17;5;18;15;7;9;41
Goztepe vs. Ankaragucu - Sunday September 16 - 2001,Ankaragucu,hard,3-5-2,DA SILVA;OZSARAC;KUTLU;TASDEMIR;DURSUN;AHINFUL;OZLEM;NAMDAR;GUNEY;KENNEDY;AYDIN,1;3;4;76;2;15;5;39;12;18;19
Goztepe vs. Ankaragucu - Sunday September 16 - 2001,Goztepe,hard,3-5-2,MAJDAN;CETIN;ARAYICI;GUSAR;OZKAN;ONUR;DIYADIN;YUNGUL;KOK;MARTIN;KABAT,33;36;99;41;11;46;6;8;19;28;22
Trabzonspor vs. Samsunspor - Sunday September 16 - 2001,Samsunspor,hard,3-5-2,BOUKAR;KARABABA;KOLOGLU;CAN;SAGIR;NAS;PHIRI;BAIDOO;PIASARE;YILMAZ;SAGLAM,12;23;5;99;55;24;27;8;17;10;6
Trabzonspor vs. Samsunspor - Sunday September 16 - 2001,Trabzonspor,easy,3-5-2,AKTAS;GUVEN;BECEREN;SALAZAR;SOMERS;JARRO;OZGUR;MEHMET AURELIO;KARADENIZ;DEMIRAY;BIULA,1;3;34;2;8;13;11;15;61;37;17
Kocaelispor vs. Goztepe - Friday September 21 - 2001,Goztepe,hard,4-4-2,MAJDAN;ARAYICI;CETIN;GUSAR;KOK;BAKI;ONUR;YUNGUL;UYSAL;KABAT;BIRYOL,33;99;36;41;19;21;46;8;7;22;15
Kocaelispor vs. Goztepe - Friday September 21 - 2001,Kocaelispor,hard,3-5-2,MERT;COLAK;TIMKO;SARMAN;LAZAROV;ABDELAZIZ;HASPOLATLI;BARIS;YIGIT;AYEW;DABROWSKI,1;5;4;2;11;15;18;17;6;9;7
Bursaspor vs. Samsunspor - Saturday September 22 - 2001,Bursaspor,hard,3-5-2,KELEMEN;TALL;SAMIR KAMOUNA;OZBEY;HACIOGLU;SEN;SEVEN;MOSHOEU;KILIC;SOZKESEN;ALKAN,12;5;16;6;53;11;4;1;17;21;20
Bursaspor vs. Samsunspor - Saturday September 22 - 2001,Samsunspor,hard,3-5-2,BOUKAR;BAIDOO;KOLOGLU;YELEK;SAGIR;PIASARE;PHIRI;CAN;NAS;YILMAZ;SAGLAM,12;8;5;34;55;17;27;99;24;10;6
Denizlispor vs. Malatyaspor - Saturday September 22 - 2001,Denizlispor,hard,4-4-2,SOULAMA;CIMEN;EL SAKA;KAFKAS;TANDOGAN;BAYAZIT;AHMED HASSAN;KARTOP;ERTUGRUL;CIHAN;ATLI,33;3;4;19;22;7;17;6;55;50;18
Denizlispor vs. Malatyaspor - Saturday September 22 - 2001,Malatyaspor,hard,3-5-2,POLAT;GUNDOSTU;KOC;CAY;DEMIRCI;OZGUR;TURHAN;YILDIRIMKAYA;IPEK;ULUSOY;LOBE,12;54;33;4;6;34;25;8;7;9;72
Galatasaray vs. Fenerbahce - Saturday September 22 - 2001,Fenerbahce,easy,4-2-3-1,RECBER;ERCAN;OZAT;MIRKOVIC;DOGAN;JOHNSON;GUNES;SIMSEK;RAPAIC;LAZETIC;DERELIOGLU,1;18;16;6;4;28;30;20;8;17;29
Galatasaray vs. Fenerbahce - Saturday September 22 - 2001,Galatasaray,easy,4-2-3-1,MONDRAGON;UNSAL;ASIK;KORKMAZ;CAPONE;AKIN;PENBE;SAS;YALCIN;PEREZ;KARAN,1;57;5;3;35;12;67;11;13;15;9
Ankaragucu vs. Besiktas - Sunday September 23 - 2001,Ankaragucu,hard,3-5-2,DA SILVA;KUTLU;TASDEMIR;OZSARAC;DURSUN;OZLEM;ROGERIO BELEM;GUNEY;NAMDAR;AYDIN;AHINFUL,1;4;76;3;2;5;7;12;39;19;15
Ankaragucu vs. Besiktas - Sunday September 23 - 2001,Besiktas,easy,4-4-2,KJAER;UZULMEZ;RONALDO GUIARO;BOZKURT;GURACAR;BEKTAS;HAVUTCU;BAYA;KAHVECI;MANSIZ;ESER,1;19;5;14;18;11;3;7;8;26;15
