game,team,difficulty,formation,lineup
Besiktas vs. Bursaspor - Sunday January 15 - 2012,Bursaspor,hard,4-2-3-1,CARSON;WEDERSON;OZTURK;STEPANOV;ASLANTAS;N'DIAYE;KOCAK;IPEK;BATALLA;SESTAK;BAHADIR
Mersin Idmanyurdu vs. Antalyaspor - Sunday January 15 - 2012,Antalyaspor,hard,4-4-2,NDJOCK;NIZAM;BARIS;TURAN;TANDOGAN;TITA;DAGASAN;KAYA;BASSAN;ZITOUNI;ATES
Mersin Idmanyurdu vs. Antalyaspor - Sunday January 15 - 2012,Mersin Idmanyurdu,hard,4-2-3-1,SEHIC;KECELI;ATAN;BOUM;GUVEN;BUENO;KAYA;OZOKWO;ANDRE MORITZ;OZBAY;NOBRE
Sivasspor vs. Ankaragucu - Sunday January 15 - 2012,Ankaragucu,hard,4-2-3-1,KORK;DOGAN;KURT;TOSCALI;COGUM;GULDEN;TURKMEN;KANAK;ERDOGAN;SAHIN;KELES
Sivasspor vs. Ankaragucu - Sunday January 15 - 2012,Sivasspor,hard,4-2-3-1,KOCA;KONUK;AKCA;NAVRATIL;CERNY;NAS;BEKMEZCI;PEDRIEL;KILIC;GROSICKI;ENERAMO
Trabzonspor vs. Samsunspor - Sunday January 15 - 2012,Samsunspor,hard,4-2-3-1,TASKIRAN;TUNCER;ANDRE BAHIA;TOKAK;ALKASI;CEYLAN;FINK;BORAL;YILDIRIM;EKIGHO;GEKAS
Trabzonspor vs. Samsunspor - Sunday January 15 - 2012,Trabzonspor,easy,4-2-3-1,ZENGIN;CECH;CELUSTKA;KACAR;BALCI;COLMAN;AKGUN;ADIN;ALANZINHO;ALTINTOP;YILMAZ
Kayserispor vs. Gaziantepspor - Monday January 16 - 2012,Gaziantepspor,hard,4-4-2,KARCEMARSKAS;CAN;SUME;NOUNKEU;KURTULUS;SOSA;HAS;SAPARA;ZENGIN;TOSUN;DEMIR
Kayserispor vs. Gaziantepspor - Monday January 16 - 2012,Kayserispor,hard,4-2-3-1,NAVARRO;KALDIRIM;EKER;GUNGOR;PEKARIK;RIVEROS;DURAK;BISESWAR;TROISI;YILMAZ;UNAL
Manisaspor vs. Fenerbahce - Monday January 16 - 2012,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;YOBO;KESIMAL;GONUL;ERKIN;CRISTIAN;STOCH;BELOZOGLU;TOPUZ;BIENVENU
Manisaspor vs. Fenerbahce - Monday January 16 - 2012,Manisaspor,hard,4-4-2,AVCIBAY;KLUKOWSKI;AKAMINKO;TOK;BARIS;OZEK;YILMAZ;INCEDEMIR;PROMISE;KAHE;SIMPSON
Antalyaspor vs. Besiktas - Friday January 20 - 2012,Antalyaspor,hard,4-3-3,NDJOCK;MINEV;BARIS;TURAN;TANDOGAN;KAYA;DAGASAN;INCEMAN;TITA;ATES;ZITOUNI
Antalyaspor vs. Besiktas - Friday January 20 - 2012,Besiktas,easy,4-3-3,GONEN;KOYBASI;SIVOK;TORAMAN;DAG;FERNANDES;ERNST;KAVLAK;SIMAO;ALMEIDA;EDU
Gaziantepspor vs. Mersin Idmanyurdu - Friday January 20 - 2012,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;CAN;SUME;NOUNKEU;KURTULUS;BINYA;HAS;POPOV;SAPARA;ZENGIN;TOSUN
Gaziantepspor vs. Mersin Idmanyurdu - Friday January 20 - 2012,Mersin Idmanyurdu,hard,4-2-3-1,SEHIC;KECELI;ATAN;BOUM;GUVEN;UCUNCU;OZGUR;DELEV;ANDRE MORITZ;BUENO;NOBRE
Bursaspor vs. Sivasspor - Saturday January 21 - 2012,Bursaspor,hard,4-2-3-1,CARSON;WEDERSON;AZIZ;OZTURK;ASLANTAS;N'DIAYE;KOCAK;IPEK;BATALLA;SESTAK;PINTO
Bursaspor vs. Sivasspor - Saturday January 21 - 2012,Sivasspor,hard,4-2-3-1,KOCA;KONUK;NAVRATIL;RAJNOCH;KAVUK;BEKMEZCI;KARAKAS;GROSICKI;KILIC;CERNY;ENERAMO
Fenerbahce vs. Kayserispor - Saturday January 21 - 2012,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;FABIO BILICA;YOBO;GONUL;ERKIN;CRISTIAN;STOCH;BELOZOGLU;TOPUZ;ALEX
Fenerbahce vs. Kayserispor - Saturday January 21 - 2012,Kayserispor,hard,4-3-3,NAVARRO;KALDIRIM;GUNGOR;ZURAB KHIZANISHVILI;PEKARIK;RIVEROS;OZCAL;DURAK;TROISI;UNAL;YILMAZ
Istanbul Buyuksehir Belediyespor vs. Manisaspor - Saturday January 21 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-3-3,BAHADIR;EKSIOGLU;DEPE;MARCUS VINICIUS;SAHIN;INANC;TEKDEMIR;HOLMEN;DOKA MADUREIRA;WEBO;TOM
Istanbul Buyuksehir Belediyespor vs. Manisaspor - Saturday January 21 - 2012,Manisaspor,hard,4-3-1-2,AVCIBAY;KLUKOWSKI;AKAMINKO;TOK;BARIS;CALISKAN;INCEDEMIR;YILMAZ;ERDOGAN;GURBUZEROL;PROMISE
Kardemir Dc Karabukspor vs. Trabzonspor - Saturday January 21 - 2012,Kardemir Dc Karabukspor,hard,4-5-1,TOMIC;SERIC;JAHIC;OZDIN;VAROL;SHELTON;KAGAN SOYLEMEZGILLER;CERNAT;SARP;HAMROUN;YILDIZ
Kardemir Dc Karabukspor vs. Trabzonspor - Saturday January 21 - 2012,Trabzonspor,easy,4-2-3-1,ZENGIN;CECH;CELUSTKA;KACAR;BALCI;COLMAN;AKGUN;ADIN;ALANZINHO;HENRIQUE;YILMAZ
Samsunspor vs. Orduspor - Saturday January 21 - 2012,Orduspor,hard,4-2-3-1,FORNEZZI;SAHIN;AYHAN;GARCIA;DERELI;TUNCER;CAMDALI;CULIO;OZMERT;DALMAT;STANCU
Samsunspor vs. Orduspor - Saturday January 21 - 2012,Samsunspor,hard,4-4-2,TASKIRAN;ANDRE BAHIA;VALDOMIRO;TOKAK;ALKASI;TUNCER;FINK;CEYLAN;YILDIRIM;EKIGHO;GEKAS
Ankaragucu vs. Genclerbirligi - Sunday January 22 - 2012,Ankaragucu,hard,4-2-3-1,KORK;DOGAN;KURT;TOSCALI;COGUM;GULDEN;ERDOGAN;ERDOGAN;TORUN;TURKMEN;GARHAN
Ankaragucu vs. Genclerbirligi - Sunday January 22 - 2012,Genclerbirligi,hard,4-2-3-1,KOSE;TEBER;CURRI;SEDEF;CAN;ILERI;AYDOGDU;OZTEKIN;DELIBALTA;MERIC;TUM
Eskisehirspor vs. Galatasaray - Sunday January 22 - 2012,Eskisehirspor,hard,4-5-1,IVESA;DEDE;DIEGO ANGELO;NADAREVIC;ARSLAN;YAMAN;GUCER;TELLO;POTUK;KAMARA;KARADENIZ
Eskisehirspor vs. Galatasaray - Sunday January 22 - 2012,Galatasaray,easy,4-2-3-1,MUSLERA;BALTA;KAYA;UJFALUSI;SARIOGLU;INAN;FELIPE MELO;COLAK;BAYTAR;KAZIM-RICHARDS;ELMANDER
Besiktas vs. Gaziantepspor - Tuesday January 24 - 2012,Besiktas,easy,4-3-3,GONEN;KAYHAN;KORKMAZ;TORAMAN;DAG;FERNANDES;ERNST;KAVLAK;SIMAO;ALMEIDA;EDU
Besiktas vs. Gaziantepspor - Tuesday January 24 - 2012,Gaziantepspor,hard,4-2-3-1,BEZGIN;CAN;NOUNKEU;SUME;ZENGIN;KURTULUS;HAS;POPOV;SAPARA;SOSA;TOSUN
Mersin Idmanyurdu vs. Kayserispor - Tuesday January 24 - 2012,Kayserispor,hard,4-2-3-1,NAVARRO;KALDIRIM;GUNGOR;ZURAB KHIZANISHVILI;PEKARIK;RIVEROS;DURAK;TROISI;OZCAL;YILMAZ;KUJOVIC
Mersin Idmanyurdu vs. Kayserispor - Tuesday January 24 - 2012,Mersin Idmanyurdu,hard,4-2-3-1,SEHIC;KECELI;ATAN;BOUM;GUVEN;ZURITA;OZGUR;DELEV;BUENO;ANDRE MORITZ;NOBRE
Sivasspor vs. Antalyaspor - Tuesday January 24 - 2012,Antalyaspor,hard,4-2-3-1,CATKIC;MINEV;BARIS;TURAN;TANDOGAN;DAGASAN;INCEMAN;TITA;KAYA;ZITOUNI;ATES
Sivasspor vs. Antalyaspor - Tuesday January 24 - 2012,Sivasspor,hard,4-2-3-1,KOCA;ERDAL;NAVRATIL;RAJNOCH;KAVUK;BEKMEZCI;NAS;GROSICKI;KILIC;CERNY;ENERAMO
Galatasaray vs. Ankaragucu - Wednesday January 25 - 2012,Ankaragucu,hard,4-4-2,KORK;DOGAN;KURT;TOSCALI;COGUM;ERDOGAN;GULDEN;TORUN;SIRIN;KELES;DEMIRHAN
Galatasaray vs. Ankaragucu - Wednesday January 25 - 2012,Galatasaray,easy,4-1-3-2,MUSLERA;BIRINCI;KAYA;ZAN;SARIOGLU;GULSELAM;RIERA;BAYTAR;COLAK;ELMANDER;YILDIRIM
Genclerbirligi vs. Bursaspor - Wednesday January 25 - 2012,Bursaspor,hard,4-2-3-1,OZKAN;WEDERSON;OZTURK;STEPANOV;AZIZ;N'DIAYE;KOCAK;IPEK;BATALLA;SESTAK;PINTO
Genclerbirligi vs. Bursaspor - Wednesday January 25 - 2012,Genclerbirligi,hard,4-3-3,KOSE;TEBER;CURRI;SEDEF;CAN;AKGUN;ILERI;AYDOGDU;OZTEKIN;TUM;MERIC
Istanbul Buyuksehir Belediyespor vs. Fenerbahce - Wednesday January 25 - 2012,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;FABIO BILICA;YOBO;GONUL;ERKIN;CRISTIAN;STOCH;BELOZOGLU;TOPUZ;ALEX
Istanbul Buyuksehir Belediyespor vs. Fenerbahce - Wednesday January 25 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-3-3,BAHADIR;EKSIOGLU;DEPE;MARCUS VINICIUS;KUS;KORKMAZ;TEKDEMIR;HOLMEN;DOKA MADUREIRA;WEBO;VISCA
Trabzonspor vs. Eskisehirspor - Wednesday January 25 - 2012,Eskisehirspor,hard,4-2-3-1,IVESA;YAMAN;DIEGO ANGELO;BAHTIYAROGLU;ARSLAN;GUCER;DEDE;TELLO;POTUK;KAMARA;KARADENIZ
Trabzonspor vs. Eskisehirspor - Wednesday January 25 - 2012,Trabzonspor,easy,4-2-3-1,ZENGIN;CECH;GLOWACKI;KACAR;BALCI;AKGUN;COLMAN;ADIN;ALANZINHO;ALTINTOP;YILMAZ
Antalyaspor vs. Genclerbirligi - Saturday January 28 - 2012,Antalyaspor,hard,4-3-3,CATKIC;MINEV;BARIS;TURAN;TANDOGAN;INCEMAN;DAGASAN;SERAS;TITA;ATES;BASSAN
Antalyaspor vs. Genclerbirligi - Saturday January 28 - 2012,Genclerbirligi,hard,4-3-3,KOSE;TEBER;SEDEF;OZSARAC;CAN;AZOFEIFA;ILERI;AYDOGDU;OZTEKIN;TUM;MERIC
Bursaspor vs. Galatasaray - Saturday January 28 - 2012,Bursaspor,hard,4-2-3-1,CARSON;ASLANTAS;OZTURK;STEPANOV;AZIZ;N'DIAYE;KOCAK;IPEK;BATALLA;SESTAK;PINTO
Bursaspor vs. Galatasaray - Saturday January 28 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;SARIOGLU;RIERA;INAN;FELIPE MELO;COLAK;ELMANDER;YILDIRIM
Ankaragucu vs. Trabzonspor - Sunday January 29 - 2012,Ankaragucu,hard,4-2-3-1,OLGUN;DOGAN;KURT;TOSCALI;COGUM;GULDEN;TURKMEN;DEMIRHAN;TORUN;SIRIN;KELES
Ankaragucu vs. Trabzonspor - Sunday January 29 - 2012,Trabzonspor,easy,4-2-3-1,ZENGIN;CECH;CELUSTKA;YUMLU;BALCI;COLMAN;AKGUN;ADIN;ALANZINHO;SEN;YILMAZ
Eskisehirspor vs. Orduspor - Sunday January 29 - 2012,Eskisehirspor,hard,4-5-1,IVESA;DEDE;DIEGO ANGELO;NADAREVIC;ARSLAN;YAMAN;SARI;TELLO;POTUK;ESER;KARADENIZ
Eskisehirspor vs. Orduspor - Sunday January 29 - 2012,Orduspor,hard,4-2-3-1,ELMAS;OZKAN;AYHAN;BAYRAK;GARCIA;TUNCER;CAMDALI;CULIO;KABZE;JAVITO;STANCU
Fenerbahce vs. Mersin Idmanyurdu - Sunday January 29 - 2012,Fenerbahce,easy,4-2-3-1,DEMIREL;ERKIN;KESIMAL;YOBO;GONUL;CRISTIAN;TOPUZ;STOCH;ALEX;HURMACI;BIENVENU
Fenerbahce vs. Mersin Idmanyurdu - Sunday January 29 - 2012,Mersin Idmanyurdu,hard,4-2-3-1,SEHIC;KECELI;ATAN;BOUM;GUVEN;BAYRAKTAR;ZURITA;KILICASLAN;ANDRE MORITZ;BUENO;DELEV
Gaziantepspor vs. Sivasspor - Sunday January 29 - 2012,Gaziantepspor,hard,4-2-3-1,ONGUN;CAN;NOUNKEU;BINYA;KURTULUS;PEHLIVAN;GULLE;POPOV;SAPARA;SOSA;TOSUN
Gaziantepspor vs. Sivasspor - Sunday January 29 - 2012,Sivasspor,hard,4-5-1,KOCA;KONUK;NAVRATIL;RAJNOCH;KAVUK;CERNY;KARAKAS;KILIC;BEKMEZCI;GROSICKI;ENERAMO
Kardemir Dc Karabukspor vs. Manisaspor - Sunday January 29 - 2012,Kardemir Dc Karabukspor,hard,4-2-3-1,TOMIC;JAHIC;MABIALA;OZDIN;VAROL;KAGAN SOYLEMEZGILLER;SARP;SHELTON;CERNAT;HAMROUN;YILDIZ
Kardemir Dc Karabukspor vs. Manisaspor - Sunday January 29 - 2012,Manisaspor,hard,4-2-3-1,AVCIBAY;KLUKOWSKI;DIXON;TOK;AKAMINKO;INCEDEMIR;COKMUS;CALISKAN;ERDOGAN;OZEK;PROMISE
Samsunspor vs. Istanbul Buyuksehir Belediyespor - Sunday January 29 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-3-3,BAHADIR;EKSIOGLU;DEPE;MARCUS VINICIUS;KUS;KORKMAZ;GULPINAR;YALCIN;DOKA MADUREIRA;WEBO;VISCA
Samsunspor vs. Istanbul Buyuksehir Belediyespor - Sunday January 29 - 2012,Samsunspor,hard,4-3-1-2,TASKIRAN;KHUBUTIA;ANDRE BAHIA;VALDOMIRO;ALKASI;YILDIRIM;FINK;CEYLAN;ARSLAN;GEKAS;EKIGHO
Kayserispor vs. Besiktas - Monday January 30 - 2012,Besiktas,easy,4-3-3,RECBER;KOYBASI;KORKMAZ;SIVOK;DAG;FERNANDES;ERNST;UYSAL;QUARESMA;PEKTEMEK;SIMAO
Kayserispor vs. Besiktas - Monday January 30 - 2012,Kayserispor,hard,4-3-3,NAVARRO;KALDIRIM;EKER;GUNGOR;PEKARIK;OZCAL;DURAK;YOKUSLU;TROISI;KUJOVIC;YILMAZ
Galatasaray vs. Antalyaspor - Wednesday February 1 - 2012,Antalyaspor,hard,4-2-3-1,CATKIC;NIZAM;BARIS;TURAN;SEKMAN;DAGASAN;SERAS;BOYRAZ;BASSAN;AYDIN;YILMAZ
Galatasaray vs. Antalyaspor - Wednesday February 1 - 2012,Galatasaray,easy,4-5-1,MUSLERA;BALTA;KAYA;ZAN;UJFALUSI;RIERA;INAN;BAYTAR;FELIPE MELO;COLAK;ELMANDER
Genclerbirligi vs. Gaziantepspor - Wednesday February 1 - 2012,Gaziantepspor,hard,4-2-3-1,ONGUN;CAN;NOUNKEU;GUNGOR;KURTULUS;GULLE;BINYA;POPOV;SAPARA;SOSA;TOSUN
Genclerbirligi vs. Gaziantepspor - Wednesday February 1 - 2012,Genclerbirligi,hard,4-3-3,KOSE;TEBER;SEDEF;DEMIR;AKGUN;AZOFEIFA;ILERI;AYDOGDU;OZTEKIN;MARTIN;MERIC
Orduspor vs. Ankaragucu - Wednesday February 1 - 2012,Ankaragucu,hard,4-2-3-1,OLGUN;DOGAN;KURT;TOSCALI;COGUM;GULDEN;AYDIN;DEMIRHAN;TORUN;ERDOGAN;GARHAN
Orduspor vs. Ankaragucu - Wednesday February 1 - 2012,Orduspor,hard,4-2-3-1,ELMAS;SAHIN;AYHAN;KULGA;DERELI;TUNCER;KAYALI;CULIO;KABZE;JAVITO;STANCU
Trabzonspor vs. Bursaspor - Wednesday February 1 - 2012,Bursaspor,hard,4-2-3-1,CARSON;WEDERSON;OZTURK;STEPANOV;AZIZ;N'DIAYE;KOCAK;IPEK;BATALLA;SESTAK;PINTO
Trabzonspor vs. Bursaspor - Wednesday February 1 - 2012,Trabzonspor,easy,4-2-3-1,ZENGIN;CECH;KACAR;YUMLU;BALCI;AKGUN;COLMAN;ADIN;ALANZINHO;ALTINTOP;YILMAZ
Besiktas vs. Mersin Idmanyurdu - Thursday February 2 - 2012,Besiktas,easy,4-3-3,GONEN;KOYBASI;KORKMAZ;TORAMAN;HILBERT;UYSAL;ERNST;KAVLAK;SIMAO;ALMEIDA;EDU
Besiktas vs. Mersin Idmanyurdu - Thursday February 2 - 2012,Mersin Idmanyurdu,hard,4-3-3,SEHIC;KECELI;ATAN;BOUM;GUVEN;BUENO;ATAS;ZURITA;KILICASLAN;ANDRE MORITZ;TISDELL
Manisaspor vs. Eskisehirspor - Thursday February 2 - 2012,Eskisehirspor,hard,4-3-3,IVESA;DEDE;DIEGO ANGELO;NADAREVIC;ARSLAN;GUCER;POTUK;SARI;YAMAN;KAMARA;TELLO
Manisaspor vs. Eskisehirspor - Thursday February 2 - 2012,Manisaspor,hard,4-2-3-1,AVCIBAY;KLUKOWSKI;DIXON;TOK;BARIS;INCEDEMIR;COKMUS;ERDOGAN;VUCICEVIC;OZEK;PROMISE
Samsunspor vs. Fenerbahce - Thursday February 2 - 2012,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;KESIMAL;YOBO;SAM;ERKIN;CRISTIAN;STOCH;TOPUZ;HURMACI;BIENVENU
Samsunspor vs. Fenerbahce - Thursday February 2 - 2012,Samsunspor,hard,4-3-3,TASKIRAN;TUNCER;KELHAR;TOKAK;ALKASI;YILDIRIM;FINK;CEYLAN;BORAL;GEKAS;EKIGHO
Sivasspor vs. Kayserispor - Thursday February 2 - 2012,Kayserispor,hard,4-3-3,NAVARRO;KALDIRIM;GUNGOR;ZURAB KHIZANISHVILI;PEKARIK;RIVEROS;OZCAL;DURAK;TROISI;KUJOVIC;YILMAZ
Sivasspor vs. Kayserispor - Thursday February 2 - 2012,Sivasspor,hard,4-4-2,SAHIN;ERDAL;AKCA;RAJNOCH;KAVUK;KILIC;NAS;BEKMEZCI;GROSICKI;PEDRIEL;ENERAMO
Antalyaspor vs. Trabzonspor - Saturday February 4 - 2012,Antalyaspor,hard,4-3-3,CATKIC;MINEV;BARIS;TURAN;TANDOGAN;KAYA;INCEMAN;SERAS;TITA;JABA;BOYRAZ
Antalyaspor vs. Trabzonspor - Saturday February 4 - 2012,Trabzonspor,easy,4-5-1,ZENGIN;CECH;KACAR;YUMLU;BALCI;ADIN;COLMAN;ALANZINHO;AKGUN;ALTINTOP;YILMAZ
Gaziantepspor vs. Galatasaray - Saturday February 4 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;SARIOGLU;BAYTAR;INAN;FELIPE MELO;COLAK;ELMANDER;ATES
Gaziantepspor vs. Galatasaray - Saturday February 4 - 2012,Gaziantepspor,hard,4-3-3,KARCEMARSKAS;CAN;GUNGOR;NOUNKEU;SUME;HAS;BINYA;PEHLIVAN;POPOV;TOSUN;SOSA
Bursaspor vs. Orduspor - Sunday February 5 - 2012,Bursaspor,hard,4-5-1,CARSON;WEDERSON;AZIZ;OZTURK;CHRETIEN;IPEK;N'DIAYE;BATALLA;KOCAK;SESTAK;PINTO
Bursaspor vs. Orduspor - Sunday February 5 - 2012,Orduspor,hard,4-4-2,ELMAS;SAHIN;AYHAN;KULGA;GARCIA;CULIO;TUNCER;CAMDALI;JAVITO;KABZE;STANCU
Fenerbahce vs. Besiktas - Sunday February 5 - 2012,Besiktas,easy,4-3-3,GONEN;GULUM;KORKMAZ;SIVOK;KAYHAN;ERNST;TORAMAN;KAVLAK;SIMAO;PEKTEMEK;HOLOSKO
Fenerbahce vs. Besiktas - Sunday February 5 - 2012,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;KESIMAL;YOBO;GONUL;STOCH;CRISTIAN;ALEX;BELOZOGLU;TOPUZ;SOW
Kayserispor vs. Genclerbirligi - Sunday February 5 - 2012,Genclerbirligi,hard,4-2-3-1,KOSE;TEBER;SEDEF;DEMIR;CAN;AZOFEIFA;AYDOGDU;OZTEKIN;DELIBALTA;MERIC;TUM
Kayserispor vs. Genclerbirligi - Sunday February 5 - 2012,Kayserispor,hard,4-1-4-1,NAVARRO;KALDIRIM;GUNGOR;ZURAB KHIZANISHVILI;PEKARIK;RIVEROS;TROISI;OZCAL;YOKUSLU;YILMAZ;KUJOVIC
Mersin Idmanyurdu vs. Sivasspor - Sunday February 5 - 2012,Mersin Idmanyurdu,hard,4-3-3,SEHIC;KECELI;ATAN;BOUM;GUVEN;BAYRAKTAR;BUENO;ATAS;ANDRE MORITZ;BETO;TISDELL
Mersin Idmanyurdu vs. Sivasspor - Sunday February 5 - 2012,Sivasspor,hard,4-5-1,SAHIN;ERDAL;NAVRATIL;RAJNOCH;FATY;GROSICKI;KARAKAS;KILIC;BEKMEZCI;CERNY;ENERAMO
Ankaragucu vs. Manisaspor - Monday February 6 - 2012,Ankaragucu,hard,4-3-3,OLGUN;DOGAN;KURT;TOSCALI;COGUM;TORUN;TURKMEN;KANAK;ERDOGAN;GARHAN;DEMIRHAN
Ankaragucu vs. Manisaspor - Monday February 6 - 2012,Manisaspor,hard,4-3-3,AVCIBAY;COKMUS;AKAMINKO;DIXON;BARIS;HARBUZI;INCEDEMIR;ERDOGAN;OZEK;MAKUKULA;VUCICEVIC
Eskisehirspor vs. Istanbul Buyuksehir Belediyespor - Monday February 6 - 2012,Eskisehirspor,hard,4-1-4-1,IVESA;DEDE;DIEGO ANGELO;BAHTIYAROGLU;SARI;GUCER;YAMAN;POTUK;PELE;TELLO;KAMARA
Eskisehirspor vs. Istanbul Buyuksehir Belediyespor - Monday February 6 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-3-3,BAHADIR;AYDIN;DEPE;MARCUS VINICIUS;KUS;KORKMAZ;TEKDEMIR;HOLMEN;DOKA MADUREIRA;WEBO;TOM
Kardemir Dc Karabukspor vs. Samsunspor - Monday February 6 - 2012,Kardemir Dc Karabukspor,hard,4-2-3-1,TOMIC;SERIC;JAHIC;MABIALA;UCAR;SARP;KAGAN SOYLEMEZGILLER;SHELTON;CERNAT;PARLAK;YILDIZ
Kardemir Dc Karabukspor vs. Samsunspor - Monday February 6 - 2012,Samsunspor,hard,4-2-3-1,TASKIRAN;TUNCER;KELHAR;TOKAK;ALKASI;YILDIRIM;FINK;EKIGHO;ARSLAN;OZKAN;GEKAS
Istanbul Buyuksehir Belediyespor vs. Kardemir Dc Karabukspor - Thursday February 9 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-3-3,BAHADIR;EKSIOGLU;MARCUS VINICIUS;ZAYATTE;SAHIN;HOLMEN;TEKDEMIR;YALCIN;DOKA MADUREIRA;WEBO;TOM
Istanbul Buyuksehir Belediyespor vs. Kardemir Dc Karabukspor - Thursday February 9 - 2012,Kardemir Dc Karabukspor,hard,4-4-2,TOMIC;SERIC;OZDIN;MABIALA;JAHIC;CERNAT;SARP;HIKMET;HAMROUN;YILDIZ;PARLAK
Sivasspor vs. Besiktas - Thursday February 9 - 2012,Besiktas,easy,4-1-4-1,GONEN;KAYHAN;KORKMAZ;SIVOK;TORAMAN;ERNST;HOLOSKO;FERNANDES;KAVLAK;UYSAL;PEKTEMEK
Sivasspor vs. Besiktas - Thursday February 9 - 2012,Sivasspor,hard,4-2-3-1,SAHIN;ERDAL;NAVRATIL;RAJNOCH;KAVUK;BEKMEZCI;KARAKAS;CERNY;KILIC;GROSICKI;ENERAMO
Trabzonspor vs. Gaziantepspor - Friday February 10 - 2012,Gaziantepspor,hard,4-5-1,KARCEMARSKAS;IVAN;NOUNKEU;BINYA;SUME;POPOV;PEHLIVAN;HAS;BADUR;SAPARA;TOSUN
Trabzonspor vs. Gaziantepspor - Friday February 10 - 2012,Trabzonspor,easy,4-4-2,ZENGIN;CECH;CELUSTKA;YUMLU;BALCI;ADIN;COLMAN;AKGUN;SEN;YILMAZ;ALTINTOP
Galatasaray vs. Kayserispor - Saturday February 11 - 2012,Galatasaray,easy,4-4-2,MUSLERA;RIERA;KAYA;UJFALUSI;SARIOGLU;COLAK;INAN;FELIPE MELO;BAYTAR;ELMANDER;ATES
Galatasaray vs. Kayserispor - Saturday February 11 - 2012,Kayserispor,hard,4-3-3,NAVARRO;KALDIRIM;GUNGOR;ZURAB KHIZANISHVILI;COREKCI;DURAK;OZCAL;RIVEROS;AMRABAT;KUJOVIC;TROISI
Genclerbirligi vs. Mersin Idmanyurdu - Saturday February 11 - 2012,Genclerbirligi,hard,4-5-1,KOSE;TEBER;SEDEF;DEMIR;CAN;OZTEKIN;AZOFEIFA;DELIBALTA;AYDOGDU;MERIC;TUM
Genclerbirligi vs. Mersin Idmanyurdu - Saturday February 11 - 2012,Mersin Idmanyurdu,hard,4-3-3,ARIKAN;BOUM;ATAN;KAS;KECELI;BEN YAHIA;ATAS;ZURITA;DELEV;NOBRE;OZOKWO
Istanbul Buyuksehir Belediyespor vs. Ankaragucu - Sunday February 12 - 2012,Ankaragucu,hard,4-3-3,OLGUN;TASCI;KURT;DOGAN;COGUM;GULDEN;KANAK;KUBAT;ERDOGAN;SIRIN;DEMIRHAN
Istanbul Buyuksehir Belediyespor vs. Ankaragucu - Sunday February 12 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-3-3,BAHADIR;EKSIOGLU;TEKDEMIR;ARAT;KUS;KORKMAZ;GULPINAR;HOLMEN;DOKA MADUREIRA;WEBO;TOM
Kardemir Dc Karabukspor vs. Fenerbahce - Sunday February 12 - 2012,Fenerbahce,easy,4-2-3-1,DEMIREL;ZIEGLER;KESIMAL;YOBO;SAM;CRISTIAN;TOPUZ;ERKIN;ALEX;STOCH;SOW
Kardemir Dc Karabukspor vs. Fenerbahce - Sunday February 12 - 2012,Kardemir Dc Karabukspor,hard,4-3-2-1,TOMIC;SERIC;JAHIC;MABIALA;UCAR;HIKMET;RAGUED;SOYLER;PARLAK;CERNAT;YILDIZ
Manisaspor vs. Bursaspor - Sunday February 12 - 2012,Bursaspor,hard,4-2-3-1,CARSON;ASLANTAS;AZIZ;ERDOGAN;CHRETIEN;N'DIAYE;KOCAK;WEDERSON;BATALLA;SESTAK;BAHADIR
Manisaspor vs. Bursaspor - Sunday February 12 - 2012,Manisaspor,hard,4-4-2,AVCIBAY;KLUKOWSKI;AKAMINKO;DIXON;BARIS;VUCICEVIC;INCEDEMIR;ERDOGAN;OZEK;MAKUKULA;PROMISE
Orduspor vs. Antalyaspor - Sunday February 12 - 2012,Antalyaspor,hard,4-3-3,CATKIC;MINEV;BARIS;TURAN;TANDOGAN;INCEMAN;DAGASAN;SERAS;TITA;ZITOUNI;BOYRAZ
Orduspor vs. Antalyaspor - Sunday February 12 - 2012,Orduspor,hard,4-2-3-1,ELMAS;SAHIN;AYHAN;GARCIA;DERELI;TUNCER;CAMDALI;CULIO;STANCU;JAVITO;KABZE
Samsunspor vs. Eskisehirspor - Sunday February 12 - 2012,Eskisehirspor,hard,4-2-3-1,IVESA;DEDE;DIEGO ANGELO;BAHTIYAROGLU;SARI;PELE;GUCER;YAMAN;POTUK;TELLO;KAMARA
