game,team,difficulty,formation,lineup
Denizlispor vs. Goztepe - Sunday January 31 - 2021,Denizlispor,hard,4-1-4-1,GONEN;AYTAC;YUMLU;FABIANO;LOPES;AKTAS;SAGAL;NIYAZ;MURAWSKI;MESANOVIC;RODALLEGA
Denizlispor vs. Goztepe - Sunday January 31 - 2021,Goztepe,hard,4-1-4-1,EGRIBAYAT;EMIR;TITI;MIHOJEVIC;PALULI;OZTURK;TRIPIC;NWOBODO;ZULJ;AKBUNAR;NDIAYE
Genclerbirligi vs. Antalyaspor - Sunday January 31 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;ALBAYRAK;KUDRYASHOV;NALDO;BALCI;SAHIN;SAM;OZMERT;FREDY;BAYRAKDAR;ORGILL
Genclerbirligi vs. Antalyaspor - Sunday January 31 - 2021,Genclerbirligi,hard,4-1-4-1,NORDFELDT;POLOMAT;DIEGO ANGELO;TOURE;KIZILDAG;DIKMEN;SIO;AYITE;PIRIS DA MOTTA;CANDEIAS;STANCU
Galatasaray vs. Basaksehir - Tuesday February 2 - 2021,Basaksehir,hard,4-2-3-1,GUNOK;KALDIRIM;EPUREANU;DUARTE;SAHINER;AZUBUIKE;TEKDEMIR;GULBRANDSEN;GIULIANO;TURUC;CRIVELLI
Galatasaray vs. Basaksehir - Tuesday February 2 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;SARACCHI;MARCAO;DONK;LINNES;ANTALYALI;ONYEKURU;TURAN;ETEBO;KILINC;BABEL
Hatayspor vs. Fenerbahce - Tuesday February 2 - 2021,Fenerbahce,easy,4-2-3-1,BAYINDIR;ERKIN;SZALAI;AZIZ;SANGARE;TUFAN;LUIZ GUSTAVO;THIAM;YANDAS;OSAYI-SAMUEL;VALENCIA
Hatayspor vs. Fenerbahce - Tuesday February 2 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;CAYTEMEL;ABDIOGLU;BILLONG;POPOV;RIBEIRO;AABID;BOUPENDZA;TRAORE;ILGAZ;DIOUF
Rizespor vs. Kasimpasa - Tuesday February 2 - 2021,Kasimpasa,hard,4-2-3-1,TASKIRAN;HADDADI;BRECKA;LUCKASSEN;HADERGJONAJ;BISTROVIC;KARA;HODZIC;HAJRADINOVIC;KOOMSON;KIESE THELIN
Rizespor vs. Kasimpasa - Tuesday February 2 - 2021,Rizespor,hard,4-2-3-1,AKKAN;BULUT;MERIAH;DILAVER;MOROZYUK;DONSAH;DJOKOVIC;ANDRADE;FERNANDO BOLDRIN;SAMUDIO;SØDERLUND
Antalyaspor vs. Besiktas - Wednesday February 3 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;KUDRYASHOV;NALDO;SARI;IMERI;SAHIN;ALBAYRAK;FREDY;BALCI;AMILTON;BAYRAKDAR
Antalyaspor vs. Besiktas - Wednesday February 3 - 2021,Besiktas,easy,4-2-3-1,DESTANOGLU;N'SAKALA;VIDA;WELINTON;ROSIER;SOUZA;HUTCHINSON;N'KOUDOU;LJAJIC;LARIN;ABOUBAKAR
Fatih Karagumruk vs. Gaziantep FK - Wednesday February 3 - 2021,Fatih Karagumruk,hard,4-1-4-1,OZER;BALKOVEC;CAMPI;ROCO;ALTINAY;BIGLIA;BORINI;CASTRO;BERTOLACCI;NDAO;ADEMI
Fatih Karagumruk vs. Gaziantep FK - Wednesday February 3 - 2021,Gaziantep FK,hard,5-3-2,GUVENC;VURAL;OLKOWSKI;DJILOBODJI;TOSCA;CEYLAN;MAXIM;RASHID;JEFFERSON;DICKO;MIRALLAS
Kayserispor vs. Alanyaspor - Wednesday February 3 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;MOUBANDJE;TZAVELLAS;CAULKER;AKSOY;GUNES;SIOPIS;KUTLU;PEKTEMEK;BABACAR;KADZIOR
Kayserispor vs. Alanyaspor - Wednesday February 3 - 2021,Kayserispor,hard,4-2-3-1,ALEMDAR;BEHICH;SAPUNARU;DEMIROK;KVRZIC;CAMPANHARO;MUHAR;PEDRO HENRIQUE;AVRAMOVSKI;LENNON;MAGLICA
Konyaspor vs. Genclerbirligi - Wednesday February 3 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;POLOMAT;TOURE;KIZILDAG;ARTAN;PIRIS DA MOTTA;FURMAN;YILMAZ;YILDIRIM;CANDEIAS;STANCU
Konyaspor vs. Genclerbirligi - Wednesday February 3 - 2021,Konyaspor,hard,4-4-2,BIRNICAN;GUILHERME;BARDAKCI;CALIK;SKUBIC;MILOSEVIC;HADZIAHMETOVIC;JEVTOVIC;SEKIDIKA;KRAVETS;CIKALLESHI
Sivasspor vs. Buyuksehir Belediye Erzurumspor - Wednesday February 3 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;TEIKEU;DA COSTA;UCAR;CELIK;OMOLO;NOVIKOVAS;CHAHECHOUHE;ALKILIC;EL KABIR
Sivasspor vs. Buyuksehir Belediye Erzurumspor - Wednesday February 3 - 2021,Sivasspor,hard,4-4-2,YILDIRIM;CIFTCI;CAMARA;OSMANPASA;OGUZ;GRADEL;ARSLAN;FAJR;YESILYURT;KAYODE;YATABARE
Goztepe vs. Yeni Malatyaspor - Thursday February 4 - 2021,Goztepe,hard,4-2-3-1,EGRIBAYAT;EMIR;TITI;MIHOJEVIC;GASSAMA;NWOBODO;AYDOGDU;TRIPIC;DIABATE;AKBUNAR;NDIAYE
Goztepe vs. Yeni Malatyaspor - Thursday February 4 - 2021,Yeni Malatyaspor,hard,4-1-4-1,DAMLU;CEVAHIR;KAYA;WALLACE;CHEBAKE;ACQUAH;FOFANA;BUYUK;MALLAN;BULUT;TETTEH
Trabzonspor vs. Denizlispor - Thursday February 4 - 2021,Denizlispor,hard,4-1-4-1,GONEN;AYTAC;YUMLU;AKTAS;LOPES;MURAWSKI;MESANOVIC;NIYAZ;BAKALORZ;SAGAL;RODALLEGA
Trabzonspor vs. Denizlispor - Thursday February 4 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;VITOR HUGO;IE;COREKCI;OZDEMIR;BAKER;NWAKAEME;BAKASETAS;EKUBAN;DJANINY
Alanyaspor vs. Rizespor - Saturday February 6 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;MOUBANDJE;TZAVELLAS;CAULKER;MORENO;UCAN;KUTLU;GULSELAM;DAVIDSON;BAREIRO;KARACA
Alanyaspor vs. Rizespor - Saturday February 6 - 2021,Rizespor,hard,5-3-2,AKKAN;MELNJAK;TALBI;MERIAH;DILAVER;MOROZYUK;ERDOGAN;DJOKOVIC;FERNANDO BOLDRIN;SØDERLUND;SKODA
Basaksehir vs. Fatih Karagumruk - Saturday February 6 - 2021,Basaksehir,hard,4-2-3-1,GUNOK;KALDIRIM;EPUREANU;DUARTE;SARIKAYA;AZUBUIKE;TEKDEMIR;GULBRANDSEN;GIULIANO;SAHINER;CRIVELLI
Basaksehir vs. Fatih Karagumruk - Saturday February 6 - 2021,Fatih Karagumruk,hard,4-1-4-1,OZER;BALKOVEC;CAMPI;ROCO;ALTINAY;BERTOLACCI;BORINI;CASTRO;DURMAZ;NDAO;ADEMI
Fenerbahce vs. Galatasaray - Saturday February 6 - 2021,Fenerbahce,easy,4-2-3-1,BAYINDIR;ERKIN;SZALAI;AZIZ;SANGARE;SOSA;TUFAN;VALENCIA;YANDAS;OSAYI-SAMUEL;SAMATTA
Fenerbahce vs. Galatasaray - Saturday February 6 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;SARACCHI;MARCAO;DONK;LINNES;ANTALYALI;TURAN;BELHANDA;KILINC;ONYEKURU;MOSTAFA MOHAMED
Kasimpasa vs. Hatayspor - Saturday February 6 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;KATRANIS;BILLONG;SACKEY;POPOV;AABID;MERT;BOUPENDZA;TRAORE;AKINTOLA;DIOUF
Kasimpasa vs. Hatayspor - Saturday February 6 - 2021,Kasimpasa,hard,4-2-3-1,TASKIRAN;HADDADI;TOSIC;BRECKA;HADERGJONAJ;BISTROVIC;KARA;HODZIC;HAJRADINOVIC;ERDOGAN;KIESE THELIN
Ankaragucu vs. Sivasspor - Sunday February 7 - 2021,Ankaragucu,hard,4-2-3-1,CELIKAY;PINTO;DIKMEN;PAZDAN;CANKAYA;VOCA;AKDAG;POTUK;GURAL;LOBJANIDZE;BADJI
Ankaragucu vs. Sivasspor - Sunday February 7 - 2021,Sivasspor,hard,4-1-4-1,YILDIRIM;CIFTCI;CAMARA;YALCIN;OGUZ;COFIE;GRADEL;ARSLAN;FAJR;BOYD;KAYODE
Besiktas vs. Konyaspor - Sunday February 7 - 2021,Besiktas,easy,4-2-3-1,DESTANOGLU;N'SAKALA;VIDA;WELINTON;ROSIER;SOUZA;UYSAL;LARIN;LJAJIC;GHEZZAL;ABOUBAKAR
Besiktas vs. Konyaspor - Sunday February 7 - 2021,Konyaspor,hard,4-2-3-1,BIRNICAN;GUILHERME;BARDAKCI;CALIK;SKUBIC;JEVTOVIC;HADZIAHMETOVIC;SEKIDIKA;MIYA;SHENGELIA;KRAVETS
Buyuksehir Belediye Erzurumspor vs. Kayserispor - Sunday February 7 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;TEIKEU;DA COSTA;BUTKO;OMOLO;ACKAH;NOVIKOVAS;CHAHECHOUHE;ALKILIC;EL KABIR
Buyuksehir Belediye Erzurumspor vs. Kayserispor - Sunday February 7 - 2021,Kayserispor,hard,4-2-3-1,ALEMDAR;BEHICH;PAZ;DEMIROK;KVRZIC;CAMPANHARO;MUHAR;AVRAMOVSKI;SABOVIC;LENNON;BROBBEY
Denizlispor vs. Antalyaspor - Sunday February 7 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;ALBAYRAK;GULUM;KUDRYASHOV;IMERI;OZMERT;BAYRAKDAR;FREDY;BALCI;SAM;ORGILL
Denizlispor vs. Antalyaspor - Sunday February 7 - 2021,Denizlispor,hard,4-1-4-1,GONEN;AYTAC;YUMLU;FABIANO;LOPES;AKTAS;SAGAL;DISKERUD;MURAWSKI;YASIN;RODALLEGA
Gaziantep FK vs. Goztepe - Monday February 8 - 2021,Gaziantep FK,hard,5-3-2,GUVENC;VURAL;TOSCA;ERSOY;DJILOBODJI;CEYLAN;MAXIM;RASHID;MIRALLAS;DEMIR;OZER
Gaziantep FK vs. Goztepe - Monday February 8 - 2021,Goztepe,hard,4-2-3-1,EGRIBAYAT;EMIR;TITI;MIHOJEVIC;GASSAMA;ESITI;NWOBODO;NDIAYE;AYDOGDU;AKBUNAR;DIABATE
Yeni Malatyaspor vs. Trabzonspor - Monday February 8 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;VITOR HUGO;IE;TURKMEN;OZDEMIR;BAKER;NWAKAEME;BAKASETAS;EKUBAN;DJANINY
Yeni Malatyaspor vs. Trabzonspor - Monday February 8 - 2021,Yeni Malatyaspor,hard,4-4-2,DAMLU;HADEBE;KAYA;WALLACE;CHEBAKE;BUYUK;ACQUAH;ILDIZ;YAVRU;BULUT;TETTEH
Rizespor vs. Buyuksehir Belediye Erzurumspor - Friday February 12 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;TEIKEU;DA COSTA;UCAR;OMOLO;BOUMAL;NOVIKOVAS;CHAHECHOUHE;ALKILIC;GOMES
Rizespor vs. Buyuksehir Belediye Erzurumspor - Friday February 12 - 2021,Rizespor,hard,4-1-4-1,AKKAN;MELNJAK;TALBI;MERIAH;MOROZYUK;DONSAH;SAMUDIO;FABRICIO BAIANO;DJOKOVIC;MICHALAK;SKODA
Fatih Karagumruk vs. Fenerbahce - Saturday February 13 - 2021,Fatih Karagumruk,hard,4-1-4-1,OZER;BALKOVEC;CAMPI;ROCO;ALTINAY;BIGLIA;BORINI;DURMAZ;BERTOLACCI;NDAO;ADEMI
Fatih Karagumruk vs. Fenerbahce - Saturday February 13 - 2021,Fenerbahce,easy,4-2-3-1,BAYINDIR;ERKIN;SZALAI;AZIZ;SANGARE;SOSA;TUFAN;THIAM;OZIL;OSAYI-SAMUEL;VALENCIA
Kayserispor vs. Ankaragucu - Saturday February 13 - 2021,Ankaragucu,hard,4-2-3-1,CELIKAY;TURAN;PAZDAN;SARLIJA;KITSIOU;VOCA;CANKAYA;PAINTSIL;GURAL;LOBJANIDZE;BØRVEN
Kayserispor vs. Ankaragucu - Saturday February 13 - 2021,Kayserispor,hard,4-2-3-1,ALEMDAR;SUBASI;KOLOVETSIOS;DEMIROK;KVRZIC;CAMPANHARO;MUHAR;PARLAK;AVRAMOVSKI;LENNON;BROBBEY
Trabzonspor vs. Gaziantep FK - Saturday February 13 - 2021,Gaziantep FK,hard,5-4-1,GUVENC;VURAL;ERSOY;DJILOBODJI;TOSCA;CEYLAN;MAXIM;JEFFERSON;RASHID;MIRALLAS;DEMIR
Trabzonspor vs. Gaziantep FK - Saturday February 13 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;VITOR HUGO;IE;COREKCI;OZDEMIR;FLAVIO;NWAKAEME;BAKASETAS;EKUBAN;DJANINY
Galatasaray vs. Kasimpasa - Sunday February 14 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;BAYRAM;MARCAO;LUYINDAMA;LINNES;ETEBO;BABEL;FERNANDES;KILINC;AKTURKOGLU;MOSTAFA MOHAMED
Galatasaray vs. Kasimpasa - Sunday February 14 - 2021,Kasimpasa,hard,4-2-3-1,TASKIRAN;HADDADI;TOSIC;BRECKA;HADERGJONAJ;BISTROVIC;KARA;HODZIC;HAJRADINOVIC;KOOMSON;KIESE THELIN
Goztepe vs. Basaksehir - Sunday February 14 - 2021,Basaksehir,hard,4-2-3-1,GUNOK;KALDIRIM;EPUREANU;DUARTE;SARIKAYA;AZUBUIKE;NDAYISHIMIYE;FERNANDES;OZCAN;TURUC;CRIVELLI
Goztepe vs. Basaksehir - Sunday February 14 - 2021,Goztepe,hard,4-1-4-1,EGRIBAYAT;EMIR;NUKAN;OZTURK;GASSAMA;NWOBODO;NDIAYE;ZULJ;AYDOGDU;AKBUNAR;JAHOVIC
Hatayspor vs. Alanyaspor - Sunday February 14 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;MOUBANDJE;TZAVELLAS;CAULKER;MORENO;UCAN;SIOPIS;GULSELAM;DAVIDSON;BABACAR;KARACA
Hatayspor vs. Alanyaspor - Sunday February 14 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;KATRANIS;SANTOS;BILLONG;POPOV;RIBEIRO;AABID;BOUPENDZA;TRAORE;AKINTOLA;DIOUF
Konyaspor vs. Denizlispor - Sunday February 14 - 2021,Denizlispor,hard,5-4-1,GONEN;AYAROGLU;FABIANO;YUMLU;AYTAC;LOPES;SAGAL;AKTAS;MURAWSKI;YASIN;RODALLEGA
Konyaspor vs. Denizlispor - Sunday February 14 - 2021,Konyaspor,hard,4-1-4-1,BIRNICAN;GUILHERME;BARDAKCI;CALIK;SKUBIC;DIOMANDE;MIYA;MILOSEVIC;CAGIRAN;SEKIDIKA;CIKALLESHI
Antalyaspor vs. Yeni Malatyaspor - Monday February 15 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;ALBAYRAK;KUDRYASHOV;NALDO;BALCI;SAHIN;AMILTON;OZMERT;FREDY;SINIK;ORGILL
Antalyaspor vs. Yeni Malatyaspor - Monday February 15 - 2021,Yeni Malatyaspor,hard,4-4-2,DAMLU;HADEBE;KAYA;WALLACE;CHEBAKE;BUYUK;ACQUAH;ILDIZ;YAVRU;BULUT;KANATSIZKUS
Genclerbirligi vs. Besiktas - Monday February 15 - 2021,Besiktas,easy,4-1-4-1,DESTANOGLU;TOKOZ;WELINTON;UYSAL;ROSIER;SOUZA;LARIN;LJAJIC;HUTCHINSON;GHEZZAL;ABOUBAKAR
Genclerbirligi vs. Besiktas - Monday February 15 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;POLOMAT;TOURE;KIZILDAG;JOHANSSON;DIKMEN;FURMAN;AYITE;MUGNI;CANDEIAS;YILMAZ
Basaksehir vs. Trabzonspor - Friday February 19 - 2021,Basaksehir,hard,4-1-4-1,GUNOK;KALDIRIM;EPUREANU;DUARTE;RAFAEL;TOPAL;FERNANDES;OZCAN;AZUBUIKE;TURUC;CRIVELLI
Basaksehir vs. Trabzonspor - Friday February 19 - 2021,Trabzonspor,easy,4-2-3-1,MORADAOGLU;GENC;VITOR HUGO;IE;COREKCI;OZDEMIR;FLAVIO;MALLI;BAKASETAS;EKUBAN;DJANINY
Alanyaspor vs. Galatasaray - Saturday February 20 - 2021,Alanyaspor,hard,4-2-3-1,MARAFONA;MOUBANDJE;TZAVELLAS;CAULKER;BINGOL;UCAN;KUTLU;DAVIDSON;GUNES;KARACA;BABACAR
Alanyaspor vs. Galatasaray - Saturday February 20 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;BAYRAM;MARCAO;LUYINDAMA;YEDLIN;ETEBO;ONYEKURU;FERNANDES;KILINC;TURAN;MOSTAFA MOHAMED
Denizlispor vs. Genclerbirligi - Saturday February 20 - 2021,Denizlispor,hard,4-1-4-1,GONEN;BEN MOHAMED;YUMLU;FABIANO;OZDEMIR;MURAWSKI;MESANOVIC;NIYAZ;DISKERUD;SAGAL;RODALLEGA
Denizlispor vs. Genclerbirligi - Saturday February 20 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;POLOMAT;TOURE;KIZILDAG;ARTAN;DIKMEN;PIRIS DA MOTTA;AYITE;FURMAN;CANDEIAS;LIMA
Kasimpasa vs. Fatih Karagumruk - Saturday February 20 - 2021,Fatih Karagumruk,hard,4-1-4-1,OZER;BALKOVEC;CAMPI;ROCO;ALTINAY;BIGLIA;SALIBUR;CASTRO;BERTOLACCI;NDAO;ADEMI
Kasimpasa vs. Fatih Karagumruk - Saturday February 20 - 2021,Kasimpasa,hard,4-1-4-1,TASKIRAN;HADDADI;BRECKA;LUCKASSEN;HADERGJONAJ;SADIKU;HODZIC;KARA;BISTROVIC;ERDOGAN;KIESE THELIN
Yeni Malatyaspor vs. Konyaspor - Saturday February 20 - 2021,Konyaspor,hard,4-2-3-1,BIRNICAN;GUILHERME;BARDAKCI;CALIK;SKUBIC;DIOMANDE;JEVTOVIC;MIYA;MILOSEVIC;CIKALLESHI;KRAVETS
Yeni Malatyaspor vs. Konyaspor - Saturday February 20 - 2021,Yeni Malatyaspor,hard,4-4-2,DAMLU;KARIM HAFEZ;WALLACE;KAYA;CHEBAKE;BUYUK;ACQUAH;YAVRU;BULUT;TETTEH;KANATSIZKUS
Buyuksehir Belediye Erzurumspor vs. Hatayspor - Sunday February 21 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;TEIKEU;DA COSTA;UCAR;OMOLO;BOUMAL;NOVIKOVAS;CHAHECHOUHE;ALKILIC;GOMES
Buyuksehir Belediye Erzurumspor vs. Hatayspor - Sunday February 21 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;KATRANIS;SANTOS;BILLONG;CAMOGLU;RIBEIRO;AABID;AKINTOLA;TRAORE;BOUPENDZA;DIOUF
Fenerbahce vs. Goztepe - Sunday February 21 - 2021,Fenerbahce,easy,4-2-3-1,BAYINDIR;ERKIN;SZALAI;AZIZ;SANGARE;SOSA;TUFAN;THIAM;OZIL;OSAYI-SAMUEL;VALENCIA
Fenerbahce vs. Goztepe - Sunday February 21 - 2021,Goztepe,hard,4-2-3-1,EGRIBAYAT;BUREKOVIC;NUKAN;OZTURK;PALULI;NWOBODO;AYDOGDU;NDIAYE;DIABATE;AKBUNAR;JAHOVIC
Gaziantep FK vs. Antalyaspor - Sunday February 21 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;ALBAYRAK;KUDRYASHOV;SARI;BALCI;SAHIN;AMILTON;OZMERT;FREDY;BAYRAKDAR;ORGILL
Gaziantep FK vs. Antalyaspor - Sunday February 21 - 2021,Gaziantep FK,hard,5-3-2,GUVENC;VURAL;TOSCA;DJILOBODJI;MIRANDA;CEYLAN;MAXIM;VETRIH;MIRALLAS;ANDRE FELIPE;OZER
Sivasspor vs. Kayserispor - Sunday February 21 - 2021,Kayserispor,hard,4-2-3-1,ALEMDAR;BEHICH;PAZ;KOLOVETSIOS;KVRZIC;CAMPANHARO;MUHAR;PARLAK;AVRAMOVSKI;LENNON;MAGLICA
Sivasspor vs. Kayserispor - Sunday February 21 - 2021,Sivasspor,hard,4-1-4-1,YILDIRIM;CIFTCI;CAMARA;YALCIN;OGUZ;COFIE;GRADEL;ARSLAN;FAJR;YESILYURT;YATABARE
Ankaragucu vs. Rizespor - Monday February 22 - 2021,Ankaragucu,hard,4-1-4-1,CELIKAY;TURAN;DIKMEN;KULUSIC;KITSIOU;VOCA;PAINTSIL;AKDAG;LUKASIK;LOBJANIDZE;BØRVEN
Ankaragucu vs. Rizespor - Monday February 22 - 2021,Rizespor,hard,5-3-2,AKKAN;KOYBASI;MERIAH;AY;DILAVER;BULUT;DONSAH;DURAK;DJOKOVIC;SAMUDIO;SKODA
Besiktas vs. Denizlispor - Friday February 26 - 2021,Besiktas,easy,4-1-4-1,DESTANOGLU;N'SAKALA;VIDA;WELINTON;ROSIER;SOUZA;N'KOUDOU;LJAJIC;HUTCHINSON;LARIN;ABOUBAKAR
Besiktas vs. Denizlispor - Friday February 26 - 2021,Denizlispor,hard,4-1-4-1,GONEN;BEN MOHAMED;YUMLU;FABIANO;LOPES;AKTAS;MESANOVIC;DISKERUD;MURAWSKI;SAGAL;RODALLEGA
Genclerbirligi vs. Yeni Malatyaspor - Friday February 26 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;PEHLIVAN;AKBAS;KIZILDAG;JOHANSSON;DIKMEN;PIRIS DA MOTTA;AYITE;MUGNI;CANDEIAS;LIMA
Genclerbirligi vs. Yeni Malatyaspor - Friday February 26 - 2021,Yeni Malatyaspor,hard,4-1-4-1,OZBIR;HADEBE;WALLACE;KAYA;CHEBAKE;YAVRU;KARIM HAFEZ;ILDIZ;MALLAN;ESKIHELLAC;TETTEH
Konyaspor vs. Gaziantep FK - Friday February 26 - 2021,Gaziantep FK,hard,5-3-2,GUVENC;JUNIOR MORAIS;MIRANDA;DJILOBODJI;TOSCA;OLKOWSKI;MAXIM;VETRIH;SOUSA;DICKO;MIRALLAS
Konyaspor vs. Gaziantep FK - Friday February 26 - 2021,Konyaspor,hard,4-2-3-1,BIRNICAN;GUILHERME;BARDAKCI;CALIK;SKUBIC;JEVTOVIC;DIOMANDE;MILOSEVIC;RAHMANOVIC;SEKIDIKA;CIKALLESHI
Antalyaspor vs. Basaksehir - Saturday February 27 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;ALBAYRAK;KUDRYASHOV;SARI;BALCI;SAHIN;AMILTON;SINIK;FREDY;BAYRAKDAR;ORGILL
Antalyaspor vs. Basaksehir - Saturday February 27 - 2021,Basaksehir,hard,4-4-2,BABACAN;KALDIRIM;EPUREANU;PONCK;DUARTE;OZCAN;TOPAL;TEKDEMIR;ALEKSIC;GULBRANDSEN;CRIVELLI
Fatih Karagumruk vs. Alanyaspor - Saturday February 27 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;MOUBANDJE;TZAVELLAS;CAULKER;BINGOL;UCAN;KUTLU;GUNES;DAVIDSON;PEKTEMEK;KARACA
Fatih Karagumruk vs. Alanyaspor - Saturday February 27 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;CAMPI;ROCO;HEDENSTAD;BIGLIA;BORINI;CASTRO;BERTOLACCI;NDAO;SOBIECH
Galatasaray vs. Buyuksehir Belediye Erzurumspor - Saturday February 27 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-1-4-1,BAKIRBAS;SCHWECHLEN;TEIKEU;DA COSTA;BUTKO;CELIK;CHAHECHOUHE;CAGIRAN;OMOLO;ALKILIC;GOMES
Galatasaray vs. Buyuksehir Belediye Erzurumspor - Saturday February 27 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;BAYRAM;MARCAO;LUYINDAMA;YEDLIN;ETEBO;ONYEKURU;FERNANDES;KILINC;TURAN;MOSTAFA MOHAMED
Hatayspor vs. Ankaragucu - Saturday February 27 - 2021,Ankaragucu,hard,4-1-4-1,CELIKAY;TURAN;SARLIJA;KULUSIC;KITSIOU;VOCA;PAINTSIL;LUKASIK;CEKICI;LOBJANIDZE;BØRVEN
Hatayspor vs. Ankaragucu - Saturday February 27 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;KATRANIS;SANTOS;BILLONG;POPOV;RIBEIRO;AABID;ILGAZ;TRAORE;AKINTOLA;DIOUF
Rizespor vs. Sivasspor - Saturday February 27 - 2021,Rizespor,hard,5-3-2,AKKAN;KOYBASI;MERIAH;AY;DILAVER;MOROZYUK;SABO;PEHLIVAN;DJOKOVIC;SØDERLUND;SAMUDIO
Rizespor vs. Sivasspor - Saturday February 27 - 2021,Sivasspor,hard,4-1-4-1,YILDIRIM;ERDAL;CAMARA;YALCIN;OGUZ;CLAUDEMIR;GRADEL;ARSLAN;FAJR;YESILYURT;YATABARE
Goztepe vs. Kasimpasa - Sunday February 28 - 2021,Goztepe,hard,4-1-4-1,EGRIBAYAT;EMIR;NUKAN;OZTURK;PALULI;NWOBODO;NDIAYE;DIABATE;AYDOGDU;AKBUNAR;JAHOVIC
Goztepe vs. Kasimpasa - Sunday February 28 - 2021,Kasimpasa,hard,4-1-4-1,TASKIRAN;HADDADI;BRECKA;LUCKASSEN;HADERGJONAJ;SADIKU;HAJRADINOVIC;BISTROVIC;KARA;ERDOGAN;VARGA
Trabzonspor vs. Fenerbahce - Sunday February 28 - 2021,Fenerbahce,easy,4-2-3-1,BAYINDIR;SZALAI;AZIZ;TISSERAND;GONUL;YANDAS;SOSA;PELKAS;OZIL;OSAYI-SAMUEL;THIAM
Trabzonspor vs. Fenerbahce - Sunday February 28 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;VITOR HUGO;IE;ASAN;OZDEMIR;FLAVIO;NWAKAEME;BAKASETAS;EKUBAN;DJANINY
Gaziantep FK vs. Genclerbirligi - Tuesday March 2 - 2021,Gaziantep FK,hard,5-4-1,GUVENC;VURAL;ERSOY;DJILOBODJI;TOSCA;OLKOWSKI;MIRALLAS;RASHID;SOUSA;MAXIM;DICKO
Gaziantep FK vs. Genclerbirligi - Tuesday March 2 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;ARTAN;KIZILDAG;PIRIS DA MOTTA;JOHANSSON;DIKMEN;FURMAN;YILMAZ;YILDIRIM;CANDEIAS;LIMA
Yeni Malatyaspor vs. Besiktas - Tuesday March 2 - 2021,Besiktas,easy,4-2-3-1,YUVAKURAN;N'SAKALA;VIDA;WELINTON;ROSIER;SOUZA;UYSAL;LARIN;HUTCHINSON;GHEZZAL;ABOUBAKAR
Yeni Malatyaspor vs. Besiktas - Tuesday March 2 - 2021,Yeni Malatyaspor,hard,4-2-3-1,OZBIR;KARIM HAFEZ;HADEBE;WALLACE;CHEBAKE;ACQUAH;YAVRU;BUYUK;MALLAN;ESKIHELLAC;TETTEH
Ankaragucu vs. Galatasaray - Wednesday March 3 - 2021,Ankaragucu,hard,4-2-3-1,CELIKAY;TURAN;SARLIJA;KULUSIC;KITSIOU;AKDAG;CEKICI;LOBJANIDZE;POTUK;GERALDO;BØRVEN
Ankaragucu vs. Galatasaray - Wednesday March 3 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;BAYRAM;MARCAO;DONK;YEDLIN;ETEBO;ONYEKURU;FERNANDES;KILINC;TURAN;MOSTAFA MOHAMED
