game,team,difficulty,formation,lineup
Bursaspor vs. Basaksehir - Saturday February 6 - 2016,Bursaspor,hard,4-2-3-1,GUNOK;BEHICH;AZIZ;SIVOK;OZGENC;FATY;YILMAZ;YILDIRIM;BATALLA;YILMAZ;NECID
Galatasaray vs. Konyaspor - Saturday February 6 - 2016,Galatasaray,easy,4-2-3-1,MUSLERA;ADIN;CHEDJOU;GUNTER;LINNES;DONK;INAN;OZTEKIN;SNEIJDER;GUMUS;BULUT
Galatasaray vs. Konyaspor - Saturday February 6 - 2016,Konyaspor,hard,4-4-2,KIRINTILI;DOUGLAS;VUKOVIC;TURAN;SKUBIC;MEHA;CAMDALI;HOLMEN;SAHINER;RANGELOV;TRAORE
Kayserispor vs. Mersin Idmanyurdu - Saturday February 6 - 2016,Kayserispor,hard,4-2-3-1,DEMIRCAN;EMIR;AKBAS;MABIALA;CAN;MIJAILOVIC;SOW;BAYRAM;LOPES;CAGLAYAN;WILLIAM
Kayserispor vs. Mersin Idmanyurdu - Saturday February 6 - 2016,Mersin Idmanyurdu,hard,4-4-2,YILDIRIM;WEDERSON;SIGIRCI;SADIKU;VAROL;NAKOULMA;BALCI;CEYLAN;TOZLU;WELLITON;TITA
Akhisar Belediyespor vs. Trabzonspor - Sunday February 7 - 2016,Akhisar Belediyespor,hard,4-3-3,LUKAC;KELES;DOUGLAO;OSMANPASA;CEBE;CUSTODIO;YUCE;N'GUEMO;SAMI;RODALLEGA;AYIK
Akhisar Belediyespor vs. Trabzonspor - Sunday February 7 - 2016,Trabzonspor,easy,4-2-3-1,ALVARADO;NIZAM;DOUGLAS;BOSINGWA;DURSUN;YOKUSLU;ATIK;YILMAZ;MARIN;ERDOGAN;DEMIR
Besiktas vs. Gaziantepspor - Sunday February 7 - 2016,Besiktas,easy,4-2-3-1,ZENGIN;KOYBASI;MARCELO;RHODOLFO;BECK;HUTCHINSON;OZYAKUP;SAHAN;SOSA;TORE;GOMEZ
Besiktas vs. Gaziantepspor - Sunday February 7 - 2016,Gaziantepspor,hard,4-4-2,UYSAL;MARCAL;GOUANO;SUME;YARDIMCI;LARSSON;SEN;ABUDA;CINAR;HABIBOU;CHIBUIKE
Rizespor vs. Eskisehirspor - Sunday February 7 - 2016,Eskisehirspor,hard,4-4-2,BOFFIN;KANAK;FIGUERAS;JUNIOR;COREKCI;BEKDEMIR;OZTURK;KARAKAS;GURAL;MEYE;CIFTCI
Rizespor vs. Eskisehirspor - Sunday February 7 - 2016,Rizespor,hard,4-4-2,ITANDJE;ALBAYRAK;ERSOY;OBOABONA;ALTINAY;ISMAIL;KAYA;SYLVESTRE;OZEK;TUSZYNSKI;KADAH
Kasimpasa vs. Genclerbirligi - Monday February 8 - 2016,Genclerbirligi,hard,4-2-3-1,HOPF;CIFTCI;CALIK;KULUSIC;OGUZ;SAHIN;SKULASON;STANCU;HLEB;DJALMA;EL KABIR
Kasimpasa vs. Genclerbirligi - Monday February 8 - 2016,Kasimpasa,hard,4-2-3-1,KOSE;VEIGNEAU;TITI;OMERUO;POPOV;PAVELKA;CASTRO;BUYUK;ARSLAN;TORUN;DERDIYOK
Fenerbahce vs. Kasimpasa - Friday February 12 - 2016,Fenerbahce,easy,4-2-3-1,DEMIREL;KALDIRIM;ALVES;KJAER;GONUL;TUFAN;KADLEC;NANI;DIEGO;SEN;VAN PERSIE
Fenerbahce vs. Kasimpasa - Friday February 12 - 2016,Kasimpasa,hard,4-2-3-1,KOSE;BOZHIKOV;TITI;OMERUO;SARI;CASTRO;PAVELKA;DEL VALLE;ARSLAN;TORUN;BUYUK
Genclerbirligi vs. Bursaspor - Saturday February 13 - 2016,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;NOUNKEU;SIVOK;OZGENC;FATY;YILMAZ;YILMAZ;BATALLA;KANATSIZKUS;DE SUTTER
Genclerbirligi vs. Bursaspor - Saturday February 13 - 2016,Genclerbirligi,hard,4-2-3-1,HOPF;CIFTCI;CALIK;KULUSIC;OGUZ;SAHIN;SKULASON;STANCU;HLEB;GURLER;EL KABIR
Konyaspor vs. Osmanlispor Fk - Saturday February 13 - 2016,Konyaspor,hard,4-4-2,KIRINTILI;DOUGLAS;VUKOVIC;TURAN;SKUBIC;MEHA;CAMDALI;HOLMEN;SAHINER;BAJIC;TRAORE
Konyaspor vs. Osmanlispor Fk - Saturday February 13 - 2016,Osmanlispor Fk,hard,4-2-3-1,SAHIN;BAYIR;CURUKSU;DEMIROK;VRSAJEVIC;LAWAL;CAGIRAN;TORJE;NDIAYE;UMAR;RUSESCU
Mersin Idmanyurdu vs. Galatasaray - Saturday February 13 - 2016,Galatasaray,easy,4-2-3-1,MUSLERA;CAROLE;CHEDJOU;KAYA;DENAYER;DONK;INAN;ADIN;SNEIJDER;PODOLSKI;BULUT
Mersin Idmanyurdu vs. Galatasaray - Saturday February 13 - 2016,Mersin Idmanyurdu,hard,4-5-1,YILDIRIM;WEDERSON;MITROVIC;SADIKU;VAROL;NAKOULMA;TAS;BALCI;KAYA;TITA;PEDRIEL
Basaksehir vs. Besiktas - Sunday February 14 - 2016,Basaksehir,hard,4-2-3-1,BABACAN;ERDEM;EPUREANU;AYHAN;IRTEGUN;TEKDEMIR;BELOZOGLU;DOKA MADUREIRA;MARCIO MOSSORO;VISCA;BATDAL
Basaksehir vs. Besiktas - Sunday February 14 - 2016,Besiktas,easy,4-2-3-1,ZENGIN;KOYBASI;RUANO;UYSAL;BECK;HUTCHINSON;OZYAKUP;TORE;SOSA;SAHAN;GOMEZ
Eskisehirspor vs. Antalyaspor - Sunday February 14 - 2016,Antalyaspor,hard,4-2-3-1,FORNEZZI;YILMAZ;AYTAC;CELUSTKA;INKOOM;MAKOUN;YILDIRIM;LAZAREVIC;DANILO;OZKAN;ETO'O
Eskisehirspor vs. Antalyaspor - Sunday February 14 - 2016,Eskisehirspor,hard,4-2-3-1,BOFFIN;KANAK;FIGUERAS;GUNGOR;COREKCI;HADZIC;KARAKAS;BEKDEMIR;CAUSIC;GURAL;MEYE
Gaziantepspor vs. Akhisar Belediyespor - Sunday February 14 - 2016,Akhisar Belediyespor,hard,4-3-3,LUKAC;KELES;DOUGLAO;OSMANPASA;CEBE;CEVIKER;CUSTODIO;N'GUEMO;SAMI;RODALLEGA;GRBIC
Gaziantepspor vs. Akhisar Belediyespor - Sunday February 14 - 2016,Gaziantepspor,hard,4-4-2,KARCEMARSKAS;ARSLAN;GOUANO;SUME;YARDIMCI;PUTILO;SEN;KAYALI;LARSSON;HABIBOU;CHIBUIKE
Sivasspor vs. Rizespor - Sunday February 14 - 2016,Rizespor,hard,4-4-2,ITANDJE;ALBAYRAK;ERSOY;VIERA;OBOABONA;AKYUZ;ALTINAY;YALCIN;OZEK;TUSZYNSKI;KADAH
Sivasspor vs. Rizespor - Sunday February 14 - 2016,Sivasspor,hard,4-2-3-1,SETKUS;ERDAL;OUMARI;BOYE;CICINHO;INCEDEMIR;TAOUIL;SIMSEK;CHAHECHOUHE;ESER;TEXEIRA
Trabzonspor vs. Kayserispor - Monday February 15 - 2016,Kayserispor,hard,4-2-3-1,AHAMADA;BAYRAM;PARLAK;MABIALA;YAVRU;MIJAILOVIC;SOW;BISESWAR;LOPES;TURUC;WILLIAM
Trabzonspor vs. Kayserispor - Monday February 15 - 2016,Trabzonspor,easy,4-2-3-1,KIVRAK;BOSINGWA;DEMIR;YUMLU;CAVANDA;KARA;HURMACI;ZENGIN;MARIN;YILMAZ;DEMIR
Besiktas vs. Mersin Idmanyurdu - Wednesday February 17 - 2016,Besiktas,easy,4-2-3-1,ZENGIN;KOYBASI;TOSIC;UYSAL;BECK;HUTCHINSON;OZYAKUP;QUARESMA;SOSA;TORE;GOMEZ
Besiktas vs. Mersin Idmanyurdu - Wednesday February 17 - 2016,Mersin Idmanyurdu,hard,4-4-2,YILDIRIM;WEDERSON;MITROVIC;DEMIRHAN;BALCI;TOZLU;TAS;CEYLAN;VAROL;NAKOULMA;TITA
Konyaspor vs. Sivasspor - Friday February 19 - 2016,Konyaspor,hard,4-4-2,KIRINTILI;DOUGLAS;VUKOVIC;TURAN;SKUBIC;MEHA;CAMDALI;HOLMEN;TRAORE;RANGELOV;BAJIC
Konyaspor vs. Sivasspor - Friday February 19 - 2016,Sivasspor,hard,4-4-2,SETKUS;ERDAL;OUMARI;OZTURK;CICINHO;TANASE;KOCAK;TAOUIL;CHAHECHOUHE;TEXEIRA;KABZE
Antalyaspor vs. Rizespor - Saturday February 20 - 2016,Antalyaspor,hard,4-2-3-1,M'BOLHI;RAMON;DIEGO ANGELO;CELUSTKA;INKOOM;MAKOUN;KURTULUS;OZKAN;DANILO;LAZAREVIC;SISMANOGLU
Antalyaspor vs. Rizespor - Saturday February 20 - 2016,Rizespor,hard,4-2-3-1,ITANDJE;ALBAYRAK;OBOABONA;VIERA;OVACIKLI;ALTINAY;YALCIN;CHEVALIER;SYLVESTRE;AKYUZ;TUSZYNSKI
Bursaspor vs. Fenerbahce - Saturday February 20 - 2016,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;SIVOK;CINAZ;HOSOGAI;FATY;YILMAZ;YILDIRIM;BATALLA;YILMAZ;NECID
Bursaspor vs. Fenerbahce - Saturday February 20 - 2016,Fenerbahce,easy,4-2-3-1,DEMIREL;ERKIN;ALVES;KJAER;GONUL;TOPAL;SOUZA;NANI;DIEGO;SEN;FERNANDAO
Kasimpasa vs. Eskisehirspor - Saturday February 20 - 2016,Eskisehirspor,hard,4-2-3-1,BOFFIN;KANAK;FIGUERAS;GUNGOR;COREKCI;HADZIC;KARAKAS;UCAR;OKRIASHVILI;GURAL;MEYE
Kasimpasa vs. Eskisehirspor - Saturday February 20 - 2016,Kasimpasa,hard,4-2-3-1,KOSE;VEIGNEAU;BOZHIKOV;OMERUO;POPOV;PAVELKA;CASTRO;DEL VALLE;ARSLAN;TORUN;DERDIYOK
Akhisar Belediyespor vs. Basaksehir - Sunday February 21 - 2016,Akhisar Belediyespor,hard,4-3-3,LUKAC;ULUDAG;DOUGLAO;OSMANPASA;CEBE;CUSTODIO;YUCE;N'GUEMO;SAMI;RODALLEGA;CELIK
Akhisar Belediyespor vs. Basaksehir - Sunday February 21 - 2016,Basaksehir,hard,4-2-3-1,BABACAN;OZTORUN;EPUREANU;AYHAN;IRTEGUN;ROTMAN;TEKDEMIR;DOKA MADUREIRA;MARCIO MOSSORO;VISCA;BATDAL
Galatasaray vs. Trabzonspor - Sunday February 21 - 2016,Galatasaray,easy,4-2-3-1,MUSLERA;CAROLE;BALTA;GUNTER;SARIOGLU;DONK;CHEDJOU;ADIN;INAN;PODOLSKI;BULUT
Galatasaray vs. Trabzonspor - Sunday February 21 - 2016,Trabzonspor,easy,4-2-3-1,KIVRAK;BOSINGWA;DEMIR;YUMLU;CAVANDA;AKAKPO;HURMACI;ZENGIN;MARIN;YILMAZ;DEMIR
Kayserispor vs. Gaziantepspor - Sunday February 21 - 2016,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;ARSLAN;GOUANO;SUME;YARDIMCI;ABUDA;KAYALI;NEFIZ;PUTILO;CINAR;LARSSON
Kayserispor vs. Gaziantepspor - Sunday February 21 - 2016,Kayserispor,hard,4-2-3-1,AHAMADA;BAYRAM;AKBAS;SIMIC;YAVRU;MIJAILOVIC;OZCAL;BISESWAR;LOPES;TURUC;WILLIAM
Osmanlispor Fk vs. Mersin Idmanyurdu - Sunday February 21 - 2016,Mersin Idmanyurdu,hard,4-3-3,YILDIRIM;WEDERSON;MITROVIC;SADIKU;BALCI;KHALILI;TAS;CEYLAN;TITA;NAKOULMA;VAROL
Osmanlispor Fk vs. Mersin Idmanyurdu - Sunday February 21 - 2016,Osmanlispor Fk,hard,4-2-3-1,SAHIN;PINTO;CURUKSU;DEMIROK;VRSAJEVIC;LAWAL;CAGIRAN;TORJE;NDIAYE;UMAR;RUSESCU
Besiktas vs. Genclerbirligi - Monday February 22 - 2016,Besiktas,easy,4-2-3-1,ZENGIN;KOYBASI;RUANO;MARCELO;BECK;HUTCHINSON;OZYAKUP;SAHAN;SOSA;QUARESMA;GOMEZ
Besiktas vs. Genclerbirligi - Monday February 22 - 2016,Genclerbirligi,hard,4-2-3-1,HOPF;CIFTCI;CALIK;KULUSIC;OGUZ;SAHIN;KAYA;STANCU;HLEB;DJALMA;EL KABIR
Basaksehir vs. Kayserispor - Friday February 26 - 2016,Basaksehir,hard,4-2-3-1,BABACAN;OZTORUN;EPUREANU;AYHAN;IRTEGUN;TEKDEMIR;BELOZOGLU;DOKA MADUREIRA;MARCIO MOSSORO;VISCA;BATDAL
Basaksehir vs. Kayserispor - Friday February 26 - 2016,Kayserispor,hard,4-2-3-1,AHAMADA;BAYRAM;AKBAS;SIMIC;YAVRU;MIJAILOVIC;OZCAL;BISESWAR;LOPES;TURUC;WILLIAM
Eskisehirspor vs. Bursaspor - Saturday February 27 - 2016,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;NOUNKEU;SIVOK;OZGENC;KARACAN;TRAORE;YILMAZ;BATALLA;DZSUDZSAK;NECID
Eskisehirspor vs. Bursaspor - Saturday February 27 - 2016,Eskisehirspor,hard,4-2-3-1,BOFFIN;KARAER;FIGUERAS;GUNGOR;COREKCI;HADZIC;OZTURK;BEKDEMIR;OKRIASHVILI;GURAL;MEYE
Mersin Idmanyurdu vs. Konyaspor - Saturday February 27 - 2016,Konyaspor,hard,4-4-2,KIRINTILI;DOUGLAS;VUKOVIC;AY;SKUBIC;MEHA;CAMDALI;HOLMEN;TRAORE;RANGELOV;BAJIC
Mersin Idmanyurdu vs. Konyaspor - Saturday February 27 - 2016,Mersin Idmanyurdu,hard,4-3-3,YILDIRIM;WEDERSON;MITROVIC;SADIKU;VAROL;KHALILI;BALCI;CEYLAN;TITA;NAKOULMA;TOZLU
Rizespor vs. Kasimpasa - Saturday February 27 - 2016,Kasimpasa,hard,4-2-3-1,KOSE;VEIGNEAU;TITI;SARI;POPOV;CASTRO;PAVELKA;DEL VALLE;ARSLAN;TORUN;DERDIYOK
Rizespor vs. Kasimpasa - Saturday February 27 - 2016,Rizespor,hard,4-4-2,ITANDJE;ALBAYRAK;OBOABONA;VIERA;KAYA;DURUER;SYLVESTRE;MAKIADI;OZEK;KADAH;CHEVALIER
Trabzonspor vs. Osmanlispor Fk - Saturday February 27 - 2016,Osmanlispor Fk,hard,4-2-3-1,SAHIN;PINTO;CURUKSU;DEMIROK;VRSAJEVIC;LAWAL;GUVEN;DELARGE;NDIAYE;UMAR;RUSESCU
Trabzonspor vs. Osmanlispor Fk - Saturday February 27 - 2016,Trabzonspor,easy,4-2-3-1,KIVRAK;NIZAM;AKAKPO;YUMLU;BOSINGWA;ATIK;YOKUSLU;ZENGIN;MARIN;YILMAZ;DEMIR
Gaziantepspor vs. Galatasaray - Sunday February 28 - 2016,Galatasaray,easy,4-2-3-1,MUSLERA;ADIN;BALTA;GUNTER;LINNES;CHEDJOU;INAN;OZTEKIN;KISA;SARIOGLU;BULUT
Gaziantepspor vs. Galatasaray - Sunday February 28 - 2016,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;MARCAL;GOUANO;SUME;YARDIMCI;ABUDA;KAYALI;NEFIZ;PUTILO;CINAR;LARSSON
Genclerbirligi vs. Akhisar Belediyespor - Sunday February 28 - 2016,Akhisar Belediyespor,hard,4-3-3,LUKAC;KELES;DOUGLAO;OSMANPASA;UNLU;CUSTODIO;YUCE;N'GUEMO;SAMI;RODALLEGA;AYIK
Genclerbirligi vs. Akhisar Belediyespor - Sunday February 28 - 2016,Genclerbirligi,hard,4-2-3-1,HOPF;CIFTCI;CALIK;KULUSIC;OGUZ;SKULASON;SAHIN;KARABULUT;HLEB;DJALMA;STANCU
Sivasspor vs. Antalyaspor - Sunday February 28 - 2016,Antalyaspor,hard,4-2-3-1,M'BOLHI;RAMON;DIEGO ANGELO;CELUSTKA;INKOOM;MAKOUN;KURTULUS;OZKAN;DANILO;LAZAREVIC;ETO'O
Sivasspor vs. Antalyaspor - Sunday February 28 - 2016,Sivasspor,hard,4-2-3-1,SETKUS;ERDAL;OUMARI;BOYE;CICINHO;INCEDEMIR;TAOUIL;TANASE;CHAHECHOUHE;SIMSEK;TEXEIRA
Fenerbahce vs. Besiktas - Monday February 29 - 2016,Besiktas,easy,4-2-3-1,ZENGIN;KOYBASI;RUANO;MARCELO;BECK;HUTCHINSON;OZYAKUP;SAHAN;SOSA;QUARESMA;GOMEZ
Fenerbahce vs. Besiktas - Monday February 29 - 2016,Fenerbahce,easy,4-2-3-1,DEMIREL;ERKIN;ALVES;KJAER;GONUL;SOUZA;TOPAL;POTUK;DIEGO;SEN;VAN PERSIE
Mersin Idmanyurdu vs. Sivasspor - Friday March 4 - 2016,Mersin Idmanyurdu,hard,4-3-3,YILDIRIM;WEDERSON;MITROVIC;DEMIRHAN;BALCI;KHALILI;SADIKU;KAYA;NAKOULMA;PEDRIEL;VAROL
Mersin Idmanyurdu vs. Sivasspor - Friday March 4 - 2016,Sivasspor,hard,4-2-3-1,SETKUS;ERDAL;OUMARI;OZTURK;BOYE;INCEDEMIR;TAOUIL;SIMSEK;CHAHECHOUHE;TANASE;KABZE
Bursaspor vs. Rizespor - Saturday March 5 - 2016,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;AZIZ;CINAZ;OZGENC;KARACAN;FATY;YILMAZ;BATALLA;DZSUDZSAK;NECID
Bursaspor vs. Rizespor - Saturday March 5 - 2016,Rizespor,hard,4-4-2,ITANDJE;ALBAYRAK;OBOABONA;VIERA;ALTINAY;DURUER;SYLVESTRE;MAKIADI;OZEK;KADAH;CHEVALIER
Kayserispor vs. Genclerbirligi - Saturday March 5 - 2016,Genclerbirligi,hard,4-2-3-1,HOPF;CIFTCI;CALIK;KULUSIC;OGUZ;SAHIN;SKULASON;KARABULUT;HLEB;DJALMA;STANCU
Kayserispor vs. Genclerbirligi - Saturday March 5 - 2016,Kayserispor,hard,4-2-3-1,AHAMADA;AKBAS;SIMIC;MABIALA;YAVRU;MIJAILOVIC;OZCAL;BAYRAM;BISESWAR;TURUC;WILLIAM
Osmanlispor Fk vs. Gaziantepspor - Saturday March 5 - 2016,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;MARCAL;GOUANO;SUME;YARDIMCI;ABUDA;KAYALI;NEFIZ;PUTILO;CINAR;CHIBUIKE
Osmanlispor Fk vs. Gaziantepspor - Saturday March 5 - 2016,Osmanlispor Fk,hard,4-2-3-1,SAHIN;PINTO;CURUKSU;DEMIROK;VRSAJEVIC;GUVEN;CAGIRAN;DELARGE;LAWAL;UMAR;RUSESCU
Akhisar Belediyespor vs. Fenerbahce - Sunday March 6 - 2016,Akhisar Belediyespor,hard,4-2-3-1,LUKAC;ULUDAG;KONUK;OSMANPASA;CEBE;CUSTODIO;N'GUEMO;CELIK;AYDOGDU;VAZ TE;RODALLEGA
Akhisar Belediyespor vs. Fenerbahce - Sunday March 6 - 2016,Fenerbahce,easy,4-2-3-1,DEMIREL;KALDIRIM;KADLEC;KJAER;OZBAYRAKLI;SOUZA;TOPAL;SEN;DIEGO;POTUK;VAN PERSIE
Galatasaray vs. Basaksehir - Sunday March 6 - 2016,Basaksehir,hard,4-2-3-1,BABACAN;ERDEM;EPUREANU;AYHAN;IRTEGUN;TEKDEMIR;BELOZOGLU;DOKA MADUREIRA;MARCIO MOSSORO;VISCA;BATDAL
Galatasaray vs. Basaksehir - Sunday March 6 - 2016,Galatasaray,easy,4-2-3-1,GONEN;ADIN;BALTA;DENAYER;LINNES;INAN;COLAK;OZTEKIN;SNEIJDER;PODOLSKI;BULUT
Kasimpasa vs. Antalyaspor - Sunday March 6 - 2016,Antalyaspor,hard,4-2-3-1,M'BOLHI;RAMON;DIEGO ANGELO;CELUSTKA;INKOOM;CHARLES;KURTULUS;OZKAN;DANILO;BASSAN;ETO'O
Kasimpasa vs. Antalyaspor - Sunday March 6 - 2016,Kasimpasa,hard,4-2-3-1,ISAKSSON;VEIGNEAU;TITI;OMERUO;SARI;PAVELKA;DURAK;KOITA;SCARIONE;TORUN;DERDIYOK
Konyaspor vs. Trabzonspor - Sunday March 6 - 2016,Konyaspor,hard,4-4-2,KIRINTILI;DOUGLAS;VUKOVIC;TURAN;SKUBIC;MEHA;CAMDALI;HOLMEN;SONMEZ;BAJIC;TRAORE
Konyaspor vs. Trabzonspor - Sunday March 6 - 2016,Trabzonspor,easy,4-2-3-1,ALVARADO;ERDOGAN;DOUGLAS;YUMLU;BOSINGWA;AKAKPO;OVUC;MARIN;HURMACI;YILMAZ;DEMIR
Besiktas vs. Eskisehirspor - Monday March 7 - 2016,Besiktas,easy,4-2-3-1,ZENGIN;KOYBASI;RUANO;MARCELO;BECK;HUTCHINSON;OZYAKUP;SAHAN;SOSA;QUARESMA;GOMEZ
Besiktas vs. Eskisehirspor - Monday March 7 - 2016,Eskisehirspor,hard,4-2-3-1,BOFFIN;DOGAN;FIGUERAS;JUNIOR;COSKUN;KARAKAS;TOKO;BEKDEMIR;HADZIC;GURAL;MEYE
Trabzonspor vs. Mersin Idmanyurdu - Friday March 11 - 2016,Mersin Idmanyurdu,hard,4-4-2,YILDIRIM;WEDERSON;MITROVIC;SADIKU;BALCI;NAKOULMA;CEYLAN;KHALILI;VAROL;WELLITON;TITA
Trabzonspor vs. Mersin Idmanyurdu - Friday March 11 - 2016,Trabzonspor,easy,4-2-3-1,ALVARADO;BOSINGWA;AKAKPO;YUMLU;CAVANDA;YOKUSLU;KARA;ZENGIN;MARIN;YILMAZ;CARDOZO
Basaksehir vs. Osmanlispor Fk - Saturday March 12 - 2016,Basaksehir,hard,4-2-3-1,BABACAN;OZTORUN;EPUREANU;AYHAN;IRTEGUN;TEKDEMIR;BELOZOGLU;DOKA MADUREIRA;MARCIO MOSSORO;VISCA;BATDAL
Basaksehir vs. Osmanlispor Fk - Saturday March 12 - 2016,Osmanlispor Fk,hard,4-2-3-1,SAHIN;PINTO;CURUKSU;SZUKALA;BAYIR;GUVEN;CAGIRAN;DELARGE;LAWAL;UMAR;RUSESCU
Gaziantepspor vs. Konyaspor - Saturday March 12 - 2016,Gaziantepspor,hard,4-4-2,KARCEMARSKAS;ARSLAN;GOUANO;SUME;YARDIMCI;NEFIZ;ABUDA;KAYALI;CINAR;LARSSON;CHIBUIKE
Gaziantepspor vs. Konyaspor - Saturday March 12 - 2016,Konyaspor,hard,4-2-3-1,KIRINTILI;DOUGLAS;VUKOVIC;TURAN;SKUBIC;CAMDALI;FINDIKLI;MEHA;HOLMEN;SAHINER;RANGELOV
Rizespor vs. Besiktas - Saturday March 12 - 2016,Besiktas,easy,4-2-3-1,ZENGIN;KOYBASI;RUANO;MARCELO;BECK;HUTCHINSON;OZYAKUP;SAHAN;SOSA;FREI;GOMEZ
Rizespor vs. Besiktas - Saturday March 12 - 2016,Rizespor,hard,4-4-2,ITANDJE;ALBAYRAK;OBOABONA;VIERA;ALTINAY;DURUER;SYLVESTRE;MAKIADI;OZEK;KADAH;CHEVALIER
Eskisehirspor vs. Akhisar Belediyespor - Sunday March 13 - 2016,Akhisar Belediyespor,hard,4-3-3,OZTURK;KELES;KONUK;OSMANPASA;UNLU;CUSTODIO;YUCE;N'GUEMO;CELIK;RODALLEGA;VAZ TE
Eskisehirspor vs. Akhisar Belediyespor - Sunday March 13 - 2016,Eskisehirspor,hard,4-4-2,BOFFIN;KANAK;FIGUERAS;JUNIOR;TOKO;BEKDEMIR;HADZIC;KARAKAS;KULACH;MEYE;CIFTCI
Fenerbahce vs. Kayserispor - Sunday March 13 - 2016,Fenerbahce,easy,4-2-3-1,DEMIREL;KALDIRIM;ALVES;KJAER;OZBAYRAKLI;SOUZA;KADLEC;SEN;DIEGO;NANI;FERNANDAO
Fenerbahce vs. Kayserispor - Sunday March 13 - 2016,Kayserispor,hard,4-2-3-1,AHAMADA;EMIR;PARLAK;MABIALA;YAVRU;MIJAILOVIC;CAN;BAYRAM;BISESWAR;TURUC;WILLIAM
Genclerbirligi vs. Galatasaray - Sunday March 13 - 2016,Galatasaray,easy,4-2-3-1,MUSLERA;ADIN;DENAYER;KAYA;LINNES;INAN;KISA;OZTEKIN;COLAK;PODOLSKI;BULUT
Genclerbirligi vs. Galatasaray - Sunday March 13 - 2016,Genclerbirligi,hard,4-2-3-1,HOPF;CIFTCI;CALIK;KULUSIC;OGUZ;SAHIN;SKULASON;KARABULUT;KAHVECI;DJALMA;STANCU
Antalyaspor vs. Bursaspor - Monday March 14 - 2016,Antalyaspor,hard,4-2-3-1,M'BOLHI;RAMON;DIEGO ANGELO;CELUSTKA;SIMSEK;MAKOUN;YILDIRIM;OZKAN;KURTULUS;ETAME;ETO'O
Antalyaspor vs. Bursaspor - Monday March 14 - 2016,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;SIVOK;CINAZ;OZGENC;KARACAN;JORQUERA;YILMAZ;BATALLA;DZSUDZSAK;NECID
Sivasspor vs. Kasimpasa - Monday March 14 - 2016,Kasimpasa,hard,4-2-3-1,ISAKSSON;BOZHIKOV;TITI;OMERUO;SARI;CASTRO;DURAK;KIRAZ;SCARIONE;TORUN;MALKI
Sivasspor vs. Kasimpasa - Monday March 14 - 2016,Sivasspor,hard,4-2-3-1,CELIKAY;ERDAL;OUMARI;BOYE;CICINHO;INCEDEMIR;KOCAK;SIMSEK;CHAHECHOUHE;TANASE;TEXEIRA
Trabzonspor vs. Besiktas - Tuesday March 15 - 2016,Besiktas,easy,4-2-3-1,ZENGIN;KOYBASI;TOSIC;UYSAL;BECK;HUTCHINSON;OZYAKUP;FREI;SOSA;QUARESMA;GOMEZ
Trabzonspor vs. Besiktas - Tuesday March 15 - 2016,Trabzonspor,easy,4-4-2,ALVARADO;ERDOGAN;DOUGLAS;YUMLU;CAVANDA;MARIN;YOKUSLU;KARA;ZENGIN;DEMIR;CARDOZO
Akhisar Belediyespor vs. Rizespor - Friday March 18 - 2016,Akhisar Belediyespor,hard,4-4-2,OZTURK;TASDELEN;KONUK;OSMANPASA;UNLU;SAMI;CUSTODIO;N'GUEMO;VAZ TE;RODALLEGA;CELIK
Akhisar Belediyespor vs. Rizespor - Friday March 18 - 2016,Rizespor,hard,4-4-2,ITANDJE;ISMAIL;KURT;VIERA;OVACIKLI;OZEK;SYLVESTRE;MAKIADI;KAYA;KADAH;AKYUZ
Kayserispor vs. Eskisehirspor - Friday March 18 - 2016,Eskisehirspor,hard,4-2-3-1,VURAL;KANAK;FIGUERAS;JUNIOR;TOKO;COREKCI;COSKUN;BEKDEMIR;HADZIC;CIFTCI;MEYE
Kayserispor vs. Eskisehirspor - Friday March 18 - 2016,Kayserispor,hard,4-2-3-1,AHAMADA;EMIR;AKBAS;SIMIC;YAVRU;MIJAILOVIC;CAN;BAYRAM;BISESWAR;TURUC;WILLIAM
Besiktas vs. Antalyaspor - Saturday March 19 - 2016,Antalyaspor,hard,4-2-3-1,M'BOLHI;RAMON;DIEGO ANGELO;CELUSTKA;SIMSEK;MAKOUN;YILDIRIM;OZKAN;KURTULUS;ETAME;ETO'O
Besiktas vs. Antalyaspor - Saturday March 19 - 2016,Besiktas,easy,4-2-3-1,BOYKO;KOYBASI;MARCELO;UYSAL;BECK;HUTCHINSON;OZYAKUP;FREI;SOSA;QUARESMA;GOMEZ
Osmanlispor Fk vs. Genclerbirligi - Saturday March 19 - 2016,Genclerbirligi,hard,4-2-3-1,HOPF;CIFTCI;CALIK;KULUSIC;OGUZ;SAHIN;KAYA;STANCU;HLEB;DJALMA;EL KABIR
